FID	IID	TraitID	TraitName	Pop	PGS	Population	SuperPop
HG03941	HG03941	ieu-b-4815	Body	SAS	669.745	BEB	SAS
HG03943	HG03943	ieu-b-4815	Body	SAS	290.864	STU	SAS
HG03944	HG03944	ieu-b-4815	Body	SAS	1136.85	STU	SAS
HG03945	HG03945	ieu-b-4815	Body	SAS	411.889	STU	SAS
HG03947	HG03947	ieu-b-4815	Body	SAS	958.184	STU	SAS
HG03949	HG03949	ieu-b-4815	Body	SAS	879.368	STU	SAS
HG03950	HG03950	ieu-b-4815	Body	SAS	473.721	STU	SAS
HG03951	HG03951	ieu-b-4815	Body	SAS	531.277	STU	SAS
HG03953	HG03953	ieu-b-4815	Body	SAS	1151.3	STU	SAS
HG03955	HG03955	ieu-b-4815	Body	SAS	143.631	STU	SAS
HG03960	HG03960	ieu-b-4815	Body	SAS	1311.03	ITU	SAS
HG03963	HG03963	ieu-b-4815	Body	SAS	968.509	ITU	SAS
HG03965	HG03965	ieu-b-4815	Body	SAS	1201.21	ITU	SAS
HG03967	HG03967	ieu-b-4815	Body	SAS	719.044	ITU	SAS
HG03968	HG03968	ieu-b-4815	Body	SAS	819.618	ITU	SAS
HG03969	HG03969	ieu-b-4815	Body	SAS	-94.929	ITU	SAS
HG03971	HG03971	ieu-b-4815	Body	SAS	520.285	ITU	SAS
HG03973	HG03973	ieu-b-4815	Body	SAS	-145.091	ITU	SAS
HG03974	HG03974	ieu-b-4815	Body	SAS	914.103	ITU	SAS
HG03976	HG03976	ieu-b-4815	Body	SAS	677.042	ITU	SAS
HG03977	HG03977	ieu-b-4815	Body	SAS	187.391	ITU	SAS
HG03978	HG03978	ieu-b-4815	Body	SAS	793.216	ITU	SAS
HG03985	HG03985	ieu-b-4815	Body	SAS	1146.34	STU	SAS
HG03986	HG03986	ieu-b-4815	Body	SAS	528.163	STU	SAS
HG03989	HG03989	ieu-b-4815	Body	SAS	-457.291	STU	SAS
HG03990	HG03990	ieu-b-4815	Body	SAS	431.555	STU	SAS
HG03991	HG03991	ieu-b-4815	Body	SAS	1240.57	STU	SAS
HG03995	HG03995	ieu-b-4815	Body	SAS	-21.2889	STU	SAS
HG03998	HG03998	ieu-b-4815	Body	SAS	862.541	STU	SAS
HG03999	HG03999	ieu-b-4815	Body	SAS	959.221	STU	SAS
HG04001	HG04001	ieu-b-4815	Body	SAS	1882.91	ITU	SAS
HG04002	HG04002	ieu-b-4815	Body	SAS	1253.23	ITU	SAS
HG04003	HG04003	ieu-b-4815	Body	SAS	1122.83	STU	SAS
HG04006	HG04006	ieu-b-4815	Body	SAS	1187.21	STU	SAS
HG04014	HG04014	ieu-b-4815	Body	SAS	243.989	ITU	SAS
HG04015	HG04015	ieu-b-4815	Body	SAS	15.2584	ITU	SAS
HG04017	HG04017	ieu-b-4815	Body	SAS	1056.93	ITU	SAS
HG04018	HG04018	ieu-b-4815	Body	SAS	-842.144	ITU	SAS
HG04019	HG04019	ieu-b-4815	Body	SAS	446.722	ITU	SAS
HG04020	HG04020	ieu-b-4815	Body	SAS	120.235	ITU	SAS
HG04022	HG04022	ieu-b-4815	Body	SAS	1132.36	ITU	SAS
HG04023	HG04023	ieu-b-4815	Body	SAS	750.808	ITU	SAS
HG04025	HG04025	ieu-b-4815	Body	SAS	262.748	ITU	SAS
HG04026	HG04026	ieu-b-4815	Body	SAS	58.043	ITU	SAS
HG04029	HG04029	ieu-b-4815	Body	SAS	482.819	STU	SAS
HG04033	HG04033	ieu-b-4815	Body	SAS	687.575	STU	SAS
HG04035	HG04035	ieu-b-4815	Body	SAS	722.592	STU	SAS
HG04038	HG04038	ieu-b-4815	Body	SAS	1544.37	STU	SAS
HG04039	HG04039	ieu-b-4815	Body	SAS	1164.77	STU	SAS
HG04042	HG04042	ieu-b-4815	Body	SAS	1017.89	STU	SAS
HG04047	HG04047	ieu-b-4815	Body	SAS	1646	STU	SAS
HG04054	HG04054	ieu-b-4815	Body	SAS	-61.1509	ITU	SAS
HG04056	HG04056	ieu-b-4815	Body	SAS	110.325	ITU	SAS
HG04059	HG04059	ieu-b-4815	Body	SAS	817.575	ITU	SAS
HG04060	HG04060	ieu-b-4815	Body	SAS	203.631	ITU	SAS
HG04061	HG04061	ieu-b-4815	Body	SAS	134.708	ITU	SAS
HG04062	HG04062	ieu-b-4815	Body	SAS	672.746	ITU	SAS
HG04063	HG04063	ieu-b-4815	Body	SAS	1534.32	ITU	SAS
HG04070	HG04070	ieu-b-4815	Body	SAS	-5.82343	ITU	SAS
HG04075	HG04075	ieu-b-4815	Body	SAS	1235.53	STU	SAS
HG04076	HG04076	ieu-b-4815	Body	SAS	-574.715	ITU	SAS
HG04080	HG04080	ieu-b-4815	Body	SAS	-297.795	ITU	SAS
HG04090	HG04090	ieu-b-4815	Body	SAS	-166.172	ITU	SAS
HG04093	HG04093	ieu-b-4815	Body	SAS	1728.53	ITU	SAS
HG04094	HG04094	ieu-b-4815	Body	SAS	1027.61	ITU	SAS
HG04096	HG04096	ieu-b-4815	Body	SAS	371.574	ITU	SAS
HG04098	HG04098	ieu-b-4815	Body	SAS	678.926	ITU	SAS
HG04099	HG04099	ieu-b-4815	Body	SAS	1565.74	STU	SAS
HG04100	HG04100	ieu-b-4815	Body	SAS	22.2126	STU	SAS
HG04106	HG04106	ieu-b-4815	Body	SAS	75.5619	STU	SAS
HG04107	HG04107	ieu-b-4815	Body	SAS	336.062	STU	SAS
HG04118	HG04118	ieu-b-4815	Body	SAS	493.675	ITU	SAS
HG04131	HG04131	ieu-b-4815	Body	SAS	975.233	BEB	SAS
HG04134	HG04134	ieu-b-4815	Body	SAS	-557.819	BEB	SAS
HG04140	HG04140	ieu-b-4815	Body	SAS	1097.66	BEB	SAS
HG04141	HG04141	ieu-b-4815	Body	SAS	527.949	BEB	SAS
HG04144	HG04144	ieu-b-4815	Body	SAS	437.424	BEB	SAS
HG04146	HG04146	ieu-b-4815	Body	SAS	969.758	BEB	SAS
HG04152	HG04152	ieu-b-4815	Body	SAS	829.342	BEB	SAS
HG04153	HG04153	ieu-b-4815	Body	SAS	36.8093	BEB	SAS
HG04155	HG04155	ieu-b-4815	Body	SAS	236.73	BEB	SAS
HG04156	HG04156	ieu-b-4815	Body	SAS	1324.37	BEB	SAS
HG04158	HG04158	ieu-b-4815	Body	SAS	668.572	BEB	SAS
HG04159	HG04159	ieu-b-4815	Body	SAS	673.74	BEB	SAS
HG04161	HG04161	ieu-b-4815	Body	SAS	221.905	BEB	SAS
HG04162	HG04162	ieu-b-4815	Body	SAS	-125.966	BEB	SAS
HG04164	HG04164	ieu-b-4815	Body	SAS	262.541	BEB	SAS
HG04171	HG04171	ieu-b-4815	Body	SAS	1490.5	BEB	SAS
HG04173	HG04173	ieu-b-4815	Body	SAS	798.772	BEB	SAS
HG04176	HG04176	ieu-b-4815	Body	SAS	-24.1727	BEB	SAS
HG04177	HG04177	ieu-b-4815	Body	SAS	830.208	BEB	SAS
HG04180	HG04180	ieu-b-4815	Body	SAS	293.552	BEB	SAS
HG04182	HG04182	ieu-b-4815	Body	SAS	-251.295	BEB	SAS
HG04183	HG04183	ieu-b-4815	Body	SAS	788.694	BEB	SAS
HG04185	HG04185	ieu-b-4815	Body	SAS	336.969	BEB	SAS
HG04186	HG04186	ieu-b-4815	Body	SAS	773.516	BEB	SAS
HG04188	HG04188	ieu-b-4815	Body	SAS	1227.03	BEB	SAS
HG04189	HG04189	ieu-b-4815	Body	SAS	-27.624	BEB	SAS
HG04194	HG04194	ieu-b-4815	Body	SAS	646.859	BEB	SAS
HG04195	HG04195	ieu-b-4815	Body	SAS	1329.31	BEB	SAS
HG04198	HG04198	ieu-b-4815	Body	SAS	390.936	ITU	SAS
HG04200	HG04200	ieu-b-4815	Body	SAS	197.174	ITU	SAS
HG04202	HG04202	ieu-b-4815	Body	SAS	1243.93	ITU	SAS
HG04206	HG04206	ieu-b-4815	Body	SAS	1712.99	ITU	SAS
HG04209	HG04209	ieu-b-4815	Body	SAS	590.354	ITU	SAS
HG04210	HG04210	ieu-b-4815	Body	SAS	705.752	STU	SAS
HG04211	HG04211	ieu-b-4815	Body	SAS	389.262	ITU	SAS
HG04212	HG04212	ieu-b-4815	Body	SAS	823.808	ITU	SAS
HG04214	HG04214	ieu-b-4815	Body	SAS	684.132	ITU	SAS
HG04216	HG04216	ieu-b-4815	Body	SAS	101.089	ITU	SAS
HG04219	HG04219	ieu-b-4815	Body	SAS	351.175	ITU	SAS
HG04222	HG04222	ieu-b-4815	Body	SAS	1012.65	ITU	SAS
HG04225	HG04225	ieu-b-4815	Body	SAS	467.26	ITU	SAS
HG04227	HG04227	ieu-b-4815	Body	SAS	895.414	STU	SAS
HG04229	HG04229	ieu-b-4815	Body	SAS	-454.504	STU	SAS
HG04235	HG04235	ieu-b-4815	Body	SAS	234.465	ITU	SAS
HG04238	HG04238	ieu-b-4815	Body	SAS	744.002	ITU	SAS
HG04239	HG04239	ieu-b-4815	Body	SAS	276.055	ITU	SAS
NA20845	NA20845	ieu-b-4815	Body	SAS	19.4391	GIH	SAS
NA20846	NA20846	ieu-b-4815	Body	SAS	52.1029	GIH	SAS
NA20847	NA20847	ieu-b-4815	Body	SAS	1293.14	GIH	SAS
NA20849	NA20849	ieu-b-4815	Body	SAS	-74.7674	GIH	SAS
NA20850	NA20850	ieu-b-4815	Body	SAS	601.007	GIH	SAS
NA20851	NA20851	ieu-b-4815	Body	SAS	342.324	GIH	SAS
NA20852	NA20852	ieu-b-4815	Body	SAS	287.485	GIH	SAS
NA20853	NA20853	ieu-b-4815	Body	SAS	1412.32	GIH	SAS
NA20854	NA20854	ieu-b-4815	Body	SAS	271.375	GIH	SAS
NA20856	NA20856	ieu-b-4815	Body	SAS	1058.73	GIH	SAS
NA20858	NA20858	ieu-b-4815	Body	SAS	652.037	GIH	SAS
NA20859	NA20859	ieu-b-4815	Body	SAS	941.697	GIH	SAS
NA20861	NA20861	ieu-b-4815	Body	SAS	388.243	GIH	SAS
NA20862	NA20862	ieu-b-4815	Body	SAS	-224.373	GIH	SAS
NA20863	NA20863	ieu-b-4815	Body	SAS	735.923	GIH	SAS
NA20864	NA20864	ieu-b-4815	Body	SAS	174.48	GIH	SAS
NA20866	NA20866	ieu-b-4815	Body	SAS	-429.587	GIH	SAS
NA20867	NA20867	ieu-b-4815	Body	SAS	130.117	GIH	SAS
NA20868	NA20868	ieu-b-4815	Body	SAS	1010.93	GIH	SAS
NA20869	NA20869	ieu-b-4815	Body	SAS	-481.458	GIH	SAS
NA20870	NA20870	ieu-b-4815	Body	SAS	425.473	GIH	SAS
NA20872	NA20872	ieu-b-4815	Body	SAS	-828.149	GIH	SAS
NA20874	NA20874	ieu-b-4815	Body	SAS	547.995	GIH	SAS
NA20875	NA20875	ieu-b-4815	Body	SAS	196.441	GIH	SAS
NA20876	NA20876	ieu-b-4815	Body	SAS	-56.3932	GIH	SAS
NA20877	NA20877	ieu-b-4815	Body	SAS	1053.8	GIH	SAS
NA20878	NA20878	ieu-b-4815	Body	SAS	1083.3	GIH	SAS
NA20881	NA20881	ieu-b-4815	Body	SAS	886.209	GIH	SAS
NA20882	NA20882	ieu-b-4815	Body	SAS	416.779	GIH	SAS
NA20884	NA20884	ieu-b-4815	Body	SAS	869.684	GIH	SAS
NA20885	NA20885	ieu-b-4815	Body	SAS	786.48	GIH	SAS
NA20886	NA20886	ieu-b-4815	Body	SAS	867.203	GIH	SAS
NA20887	NA20887	ieu-b-4815	Body	SAS	1140.71	GIH	SAS
NA20888	NA20888	ieu-b-4815	Body	SAS	1040.51	GIH	SAS
NA20889	NA20889	ieu-b-4815	Body	SAS	320.834	GIH	SAS
NA20890	NA20890	ieu-b-4815	Body	SAS	153.396	GIH	SAS
NA20891	NA20891	ieu-b-4815	Body	SAS	-305.346	GIH	SAS
NA20892	NA20892	ieu-b-4815	Body	SAS	1073.47	GIH	SAS
NA20894	NA20894	ieu-b-4815	Body	SAS	1170.85	GIH	SAS
NA20895	NA20895	ieu-b-4815	Body	SAS	-174.03	GIH	SAS
NA20896	NA20896	ieu-b-4815	Body	SAS	1083.13	GIH	SAS
NA20897	NA20897	ieu-b-4815	Body	SAS	568.443	GIH	SAS
NA20899	NA20899	ieu-b-4815	Body	SAS	155.942	GIH	SAS
NA20900	NA20900	ieu-b-4815	Body	SAS	-76.6797	GIH	SAS
NA20901	NA20901	ieu-b-4815	Body	SAS	-358.167	GIH	SAS
NA20902	NA20902	ieu-b-4815	Body	SAS	512.136	GIH	SAS
NA20903	NA20903	ieu-b-4815	Body	SAS	60.8906	GIH	SAS
NA20904	NA20904	ieu-b-4815	Body	SAS	160.408	GIH	SAS
NA20905	NA20905	ieu-b-4815	Body	SAS	799.124	GIH	SAS
NA20906	NA20906	ieu-b-4815	Body	SAS	648.663	GIH	SAS
NA20908	NA20908	ieu-b-4815	Body	SAS	-686.612	GIH	SAS
NA20910	NA20910	ieu-b-4815	Body	SAS	-91.2015	GIH	SAS
NA20911	NA20911	ieu-b-4815	Body	SAS	1046.27	GIH	SAS
NA21086	NA21086	ieu-b-4815	Body	SAS	283.735	GIH	SAS
NA21087	NA21087	ieu-b-4815	Body	SAS	816.244	GIH	SAS
NA21088	NA21088	ieu-b-4815	Body	SAS	262.051	GIH	SAS
NA21089	NA21089	ieu-b-4815	Body	SAS	883.3	GIH	SAS
NA21090	NA21090	ieu-b-4815	Body	SAS	273.974	GIH	SAS
NA21091	NA21091	ieu-b-4815	Body	SAS	269.539	GIH	SAS
NA21092	NA21092	ieu-b-4815	Body	SAS	981.944	GIH	SAS
NA21093	NA21093	ieu-b-4815	Body	SAS	506.432	GIH	SAS
NA21094	NA21094	ieu-b-4815	Body	SAS	552.52	GIH	SAS
NA21095	NA21095	ieu-b-4815	Body	SAS	1317.26	GIH	SAS
NA21097	NA21097	ieu-b-4815	Body	SAS	127.185	GIH	SAS
NA21098	NA21098	ieu-b-4815	Body	SAS	193.813	GIH	SAS
NA21099	NA21099	ieu-b-4815	Body	SAS	1152.97	GIH	SAS
NA21100	NA21100	ieu-b-4815	Body	SAS	161.158	GIH	SAS
NA21101	NA21101	ieu-b-4815	Body	SAS	626.592	GIH	SAS
NA21102	NA21102	ieu-b-4815	Body	SAS	474.235	GIH	SAS
NA21103	NA21103	ieu-b-4815	Body	SAS	861.691	GIH	SAS
NA21104	NA21104	ieu-b-4815	Body	SAS	722.534	GIH	SAS
NA21105	NA21105	ieu-b-4815	Body	SAS	953.42	GIH	SAS
NA21106	NA21106	ieu-b-4815	Body	SAS	59.2241	GIH	SAS
NA21107	NA21107	ieu-b-4815	Body	SAS	47.9098	GIH	SAS
NA21108	NA21108	ieu-b-4815	Body	SAS	342.099	GIH	SAS
NA21109	NA21109	ieu-b-4815	Body	SAS	192.193	GIH	SAS
NA21110	NA21110	ieu-b-4815	Body	SAS	258.247	GIH	SAS
NA21111	NA21111	ieu-b-4815	Body	SAS	520.365	GIH	SAS
NA21112	NA21112	ieu-b-4815	Body	SAS	1062.23	GIH	SAS
NA21113	NA21113	ieu-b-4815	Body	SAS	362.436	GIH	SAS
NA21114	NA21114	ieu-b-4815	Body	SAS	960.765	GIH	SAS
NA21115	NA21115	ieu-b-4815	Body	SAS	1001.16	GIH	SAS
NA21116	NA21116	ieu-b-4815	Body	SAS	-108.905	GIH	SAS
NA21117	NA21117	ieu-b-4815	Body	SAS	631.244	GIH	SAS
NA21118	NA21118	ieu-b-4815	Body	SAS	614.308	GIH	SAS
NA21119	NA21119	ieu-b-4815	Body	SAS	557.891	GIH	SAS
NA21120	NA21120	ieu-b-4815	Body	SAS	207.331	GIH	SAS
NA21122	NA21122	ieu-b-4815	Body	SAS	534.782	GIH	SAS
NA21123	NA21123	ieu-b-4815	Body	SAS	581.099	GIH	SAS
NA21124	NA21124	ieu-b-4815	Body	SAS	412.351	GIH	SAS
NA21125	NA21125	ieu-b-4815	Body	SAS	632.219	GIH	SAS
NA21126	NA21126	ieu-b-4815	Body	SAS	1119.98	GIH	SAS
NA21127	NA21127	ieu-b-4815	Body	SAS	813.024	GIH	SAS
NA21128	NA21128	ieu-b-4815	Body	SAS	434.988	GIH	SAS
NA21129	NA21129	ieu-b-4815	Body	SAS	765.11	GIH	SAS
NA21130	NA21130	ieu-b-4815	Body	SAS	602.294	GIH	SAS
NA21133	NA21133	ieu-b-4815	Body	SAS	709.618	GIH	SAS
NA21135	NA21135	ieu-b-4815	Body	SAS	286.805	GIH	SAS
NA21137	NA21137	ieu-b-4815	Body	SAS	1535.16	GIH	SAS
NA21141	NA21141	ieu-b-4815	Body	SAS	1009.79	GIH	SAS
NA21142	NA21142	ieu-b-4815	Body	SAS	1658.29	GIH	SAS
NA21143	NA21143	ieu-b-4815	Body	SAS	131.522	GIH	SAS
NA21144	NA21144	ieu-b-4815	Body	SAS	741.299	GIH	SAS
HG01879	HG01879	ieu-b-4817	Systolic	AFR	-543.659	ACB	AFR
HG01880	HG01880	ieu-b-4817	Systolic	AFR	-58.3001	ACB	AFR
HG01882	HG01882	ieu-b-4817	Systolic	AFR	-3995.39	ACB	AFR
HG01883	HG01883	ieu-b-4817	Systolic	AFR	-2028.44	ACB	AFR
HG01885	HG01885	ieu-b-4817	Systolic	AFR	-219.474	ACB	AFR
HG01886	HG01886	ieu-b-4817	Systolic	AFR	-1687.41	ACB	AFR
HG01889	HG01889	ieu-b-4817	Systolic	AFR	992.965	ACB	AFR
HG01890	HG01890	ieu-b-4817	Systolic	AFR	-5277.38	ACB	AFR
HG01894	HG01894	ieu-b-4817	Systolic	AFR	60.9766	ACB	AFR
HG01896	HG01896	ieu-b-4817	Systolic	AFR	-77.8164	ACB	AFR
HG01912	HG01912	ieu-b-4817	Systolic	AFR	-927.801	ACB	AFR
HG01914	HG01914	ieu-b-4817	Systolic	AFR	403.781	ACB	AFR
HG01915	HG01915	ieu-b-4817	Systolic	AFR	1437.92	ACB	AFR
HG01956	HG01956	ieu-b-4817	Systolic	AFR	-1346.29	ACB	AFR
HG01958	HG01958	ieu-b-4817	Systolic	AFR	-4217.83	ACB	AFR
HG01985	HG01985	ieu-b-4817	Systolic	AFR	-1380.58	ACB	AFR
HG01986	HG01986	ieu-b-4817	Systolic	AFR	-322.926	ACB	AFR
HG01988	HG01988	ieu-b-4817	Systolic	AFR	-3073	ACB	AFR
HG01989	HG01989	ieu-b-4817	Systolic	AFR	-1713.07	ACB	AFR
HG01990	HG01990	ieu-b-4817	Systolic	AFR	-366.343	ACB	AFR
HG02009	HG02009	ieu-b-4817	Systolic	AFR	-1407.95	ACB	AFR
HG02010	HG02010	ieu-b-4817	Systolic	AFR	-474.468	ACB	AFR
HG02012	HG02012	ieu-b-4817	Systolic	AFR	-3313.18	ACB	AFR
HG02013	HG02013	ieu-b-4817	Systolic	AFR	-311.555	ACB	AFR
HG02014	HG02014	ieu-b-4817	Systolic	AFR	1598.75	ACB	AFR
HG02051	HG02051	ieu-b-4817	Systolic	AFR	-1323.17	ACB	AFR
HG02052	HG02052	ieu-b-4817	Systolic	AFR	-4092.8	ACB	AFR
HG02053	HG02053	ieu-b-4817	Systolic	AFR	697.689	ACB	AFR
HG02054	HG02054	ieu-b-4817	Systolic	AFR	-1358.07	ACB	AFR
HG02095	HG02095	ieu-b-4817	Systolic	AFR	-1212.46	ACB	AFR
HG02107	HG02107	ieu-b-4817	Systolic	AFR	-644.051	ACB	AFR
HG02108	HG02108	ieu-b-4817	Systolic	AFR	-1193.54	ACB	AFR
HG02111	HG02111	ieu-b-4817	Systolic	AFR	-187.69	ACB	AFR
HG02143	HG02143	ieu-b-4817	Systolic	AFR	-3229.65	ACB	AFR
HG02144	HG02144	ieu-b-4817	Systolic	AFR	-2165.42	ACB	AFR
HG02255	HG02255	ieu-b-4817	Systolic	AFR	374.55	ACB	AFR
HG02256	HG02256	ieu-b-4817	Systolic	AFR	408.748	ACB	AFR
HG02281	HG02281	ieu-b-4817	Systolic	AFR	-1796.25	ACB	AFR
HG02282	HG02282	ieu-b-4817	Systolic	AFR	-4454.4	ACB	AFR
HG02283	HG02283	ieu-b-4817	Systolic	AFR	-2001.66	ACB	AFR
HG02284	HG02284	ieu-b-4817	Systolic	AFR	-1587.62	ACB	AFR
HG02307	HG02307	ieu-b-4817	Systolic	AFR	1804.77	ACB	AFR
HG02308	HG02308	ieu-b-4817	Systolic	AFR	448.985	ACB	AFR
HG02309	HG02309	ieu-b-4817	Systolic	AFR	-3377.85	ACB	AFR
HG02314	HG02314	ieu-b-4817	Systolic	AFR	-1223.06	ACB	AFR
HG02315	HG02315	ieu-b-4817	Systolic	AFR	-5269.49	ACB	AFR
HG02317	HG02317	ieu-b-4817	Systolic	AFR	-1074.4	ACB	AFR
HG02318	HG02318	ieu-b-4817	Systolic	AFR	322.522	ACB	AFR
HG02322	HG02322	ieu-b-4817	Systolic	AFR	2427.41	ACB	AFR
HG02323	HG02323	ieu-b-4817	Systolic	AFR	-1772.6	ACB	AFR
HG02325	HG02325	ieu-b-4817	Systolic	AFR	-2440	ACB	AFR
HG02330	HG02330	ieu-b-4817	Systolic	AFR	-526.838	ACB	AFR
HG02332	HG02332	ieu-b-4817	Systolic	AFR	1927.37	ACB	AFR
HG02334	HG02334	ieu-b-4817	Systolic	AFR	2264.8	ACB	AFR
HG02337	HG02337	ieu-b-4817	Systolic	AFR	-235.438	ACB	AFR
HG02339	HG02339	ieu-b-4817	Systolic	AFR	-1661.8	ACB	AFR
HG02343	HG02343	ieu-b-4817	Systolic	AFR	-1703.59	ACB	AFR
HG02419	HG02419	ieu-b-4817	Systolic	AFR	-383.327	ACB	AFR
HG02420	HG02420	ieu-b-4817	Systolic	AFR	3527.71	ACB	AFR
HG02427	HG02427	ieu-b-4817	Systolic	AFR	-976.271	ACB	AFR
HG02429	HG02429	ieu-b-4817	Systolic	AFR	1549.59	ACB	AFR
HG02433	HG02433	ieu-b-4817	Systolic	AFR	-387.802	ACB	AFR
HG02439	HG02439	ieu-b-4817	Systolic	AFR	-2330.56	ACB	AFR
HG02442	HG02442	ieu-b-4817	Systolic	AFR	1192.5	ACB	AFR
HG02445	HG02445	ieu-b-4817	Systolic	AFR	-4278.83	ACB	AFR
HG02449	HG02449	ieu-b-4817	Systolic	AFR	-3031.17	ACB	AFR
HG02450	HG02450	ieu-b-4817	Systolic	AFR	-2978.86	ACB	AFR
HG02455	HG02455	ieu-b-4817	Systolic	AFR	-809.791	ACB	AFR
HG02461	HG02461	ieu-b-4817	Systolic	AFR	-1119.77	GWD	AFR
HG02462	HG02462	ieu-b-4817	Systolic	AFR	-162.758	GWD	AFR
HG02464	HG02464	ieu-b-4817	Systolic	AFR	2162.9	GWD	AFR
HG02465	HG02465	ieu-b-4817	Systolic	AFR	-401.899	GWD	AFR
HG02470	HG02470	ieu-b-4817	Systolic	AFR	312.398	ACB	AFR
HG02471	HG02471	ieu-b-4817	Systolic	AFR	-1452.65	ACB	AFR
HG02476	HG02476	ieu-b-4817	Systolic	AFR	-2975.77	ACB	AFR
HG02477	HG02477	ieu-b-4817	Systolic	AFR	-1465.24	ACB	AFR
HG02479	HG02479	ieu-b-4817	Systolic	AFR	-170.537	ACB	AFR
HG02481	HG02481	ieu-b-4817	Systolic	AFR	-2612.66	ACB	AFR
HG02484	HG02484	ieu-b-4817	Systolic	AFR	1671.3	ACB	AFR
HG02485	HG02485	ieu-b-4817	Systolic	AFR	-1766.51	ACB	AFR
HG02489	HG02489	ieu-b-4817	Systolic	AFR	-655.867	ACB	AFR
HG02496	HG02496	ieu-b-4817	Systolic	AFR	-139.617	ACB	AFR
HG02497	HG02497	ieu-b-4817	Systolic	AFR	567.216	ACB	AFR
HG02501	HG02501	ieu-b-4817	Systolic	AFR	-4319.28	ACB	AFR
HG02502	HG02502	ieu-b-4817	Systolic	AFR	-1267.4	ACB	AFR
HG02505	HG02505	ieu-b-4817	Systolic	AFR	-2081.01	ACB	AFR
HG02508	HG02508	ieu-b-4817	Systolic	AFR	-1319.85	ACB	AFR
HG02511	HG02511	ieu-b-4817	Systolic	AFR	2818.82	ACB	AFR
HG02536	HG02536	ieu-b-4817	Systolic	AFR	199.62	ACB	AFR
HG02537	HG02537	ieu-b-4817	Systolic	AFR	-307.149	ACB	AFR
HG02541	HG02541	ieu-b-4817	Systolic	AFR	394.213	ACB	AFR
HG02545	HG02545	ieu-b-4817	Systolic	AFR	-986.846	ACB	AFR
HG02546	HG02546	ieu-b-4817	Systolic	AFR	710.432	ACB	AFR
HG02549	HG02549	ieu-b-4817	Systolic	AFR	-395.991	ACB	AFR
HG02554	HG02554	ieu-b-4817	Systolic	AFR	-2569.2	ACB	AFR
HG02555	HG02555	ieu-b-4817	Systolic	AFR	120.94	ACB	AFR
HG02557	HG02557	ieu-b-4817	Systolic	AFR	1412.03	ACB	AFR
HG02558	HG02558	ieu-b-4817	Systolic	AFR	1493.38	ACB	AFR
HG02561	HG02561	ieu-b-4817	Systolic	AFR	-2405.61	GWD	AFR
HG02562	HG02562	ieu-b-4817	Systolic	AFR	-2577.13	GWD	AFR
HG02568	HG02568	ieu-b-4817	Systolic	AFR	-1149.17	GWD	AFR
HG02570	HG02570	ieu-b-4817	Systolic	AFR	-1081.18	GWD	AFR
HG02571	HG02571	ieu-b-4817	Systolic	AFR	-998.303	GWD	AFR
HG02573	HG02573	ieu-b-4817	Systolic	AFR	-506.906	GWD	AFR
HG02574	HG02574	ieu-b-4817	Systolic	AFR	1178.9	GWD	AFR
HG02577	HG02577	ieu-b-4817	Systolic	AFR	-2397.06	ACB	AFR
HG02580	HG02580	ieu-b-4817	Systolic	AFR	-22.0978	ACB	AFR
HG02582	HG02582	ieu-b-4817	Systolic	AFR	2240.78	GWD	AFR
HG02583	HG02583	ieu-b-4817	Systolic	AFR	-3474.79	GWD	AFR
HG02585	HG02585	ieu-b-4817	Systolic	AFR	342.034	GWD	AFR
HG02586	HG02586	ieu-b-4817	Systolic	AFR	-986.838	GWD	AFR
HG02588	HG02588	ieu-b-4817	Systolic	AFR	-860.808	GWD	AFR
HG02589	HG02589	ieu-b-4817	Systolic	AFR	-2902.39	GWD	AFR
HG02594	HG02594	ieu-b-4817	Systolic	AFR	229.851	GWD	AFR
HG02595	HG02595	ieu-b-4817	Systolic	AFR	-47.3129	GWD	AFR
HG02610	HG02610	ieu-b-4817	Systolic	AFR	-2895.87	GWD	AFR
HG02611	HG02611	ieu-b-4817	Systolic	AFR	575.105	GWD	AFR
HG02613	HG02613	ieu-b-4817	Systolic	AFR	-1899.08	GWD	AFR
HG02614	HG02614	ieu-b-4817	Systolic	AFR	-4178.49	GWD	AFR
HG02620	HG02620	ieu-b-4817	Systolic	AFR	1741.45	GWD	AFR
HG02621	HG02621	ieu-b-4817	Systolic	AFR	-341.166	GWD	AFR
HG02623	HG02623	ieu-b-4817	Systolic	AFR	-347.141	GWD	AFR
HG02624	HG02624	ieu-b-4817	Systolic	AFR	-1314.75	GWD	AFR
HG02628	HG02628	ieu-b-4817	Systolic	AFR	-593.999	GWD	AFR
HG02629	HG02629	ieu-b-4817	Systolic	AFR	-154.476	GWD	AFR
HG02634	HG02634	ieu-b-4817	Systolic	AFR	-2384.61	GWD	AFR
HG02635	HG02635	ieu-b-4817	Systolic	AFR	-1148.9	GWD	AFR
HG02642	HG02642	ieu-b-4817	Systolic	AFR	-1623.71	GWD	AFR
HG02643	HG02643	ieu-b-4817	Systolic	AFR	-1053.59	GWD	AFR
HG02645	HG02645	ieu-b-4817	Systolic	AFR	-1483.39	GWD	AFR
HG02646	HG02646	ieu-b-4817	Systolic	AFR	301.315	GWD	AFR
HG02666	HG02666	ieu-b-4817	Systolic	AFR	-2506.88	GWD	AFR
HG02667	HG02667	ieu-b-4817	Systolic	AFR	-1020.06	GWD	AFR
