FID	IID	TraitID	TraitName	Pop	PGS	Population	SuperPop
HG00138	HG00138	ieu-b-4817	Systolic	EUR	141.194	GBR	EUR
HG00139	HG00139	ieu-b-4817	Systolic	EUR	-2151.85	GBR	EUR
HG00140	HG00140	ieu-b-4817	Systolic	EUR	4858.8	GBR	EUR
HG00141	HG00141	ieu-b-4817	Systolic	EUR	249.276	GBR	EUR
HG00142	HG00142	ieu-b-4817	Systolic	EUR	-192.622	GBR	EUR
HG00143	HG00143	ieu-b-4817	Systolic	EUR	5490.46	GBR	EUR
HG00145	HG00145	ieu-b-4817	Systolic	EUR	-837.692	GBR	EUR
HG00146	HG00146	ieu-b-4817	Systolic	EUR	1345.04	GBR	EUR
HG00148	HG00148	ieu-b-4817	Systolic	EUR	-1501.23	GBR	EUR
HG00149	HG00149	ieu-b-4817	Systolic	EUR	-3866.32	GBR	EUR
HG00150	HG00150	ieu-b-4817	Systolic	EUR	-3313.42	GBR	EUR
HG00151	HG00151	ieu-b-4817	Systolic	EUR	-1362.77	GBR	EUR
HG00154	HG00154	ieu-b-4817	Systolic	EUR	992.815	GBR	EUR
HG00155	HG00155	ieu-b-4817	Systolic	EUR	-859.056	GBR	EUR
HG00157	HG00157	ieu-b-4817	Systolic	EUR	441.867	GBR	EUR
HG00158	HG00158	ieu-b-4817	Systolic	EUR	5798.2	GBR	EUR
HG00159	HG00159	ieu-b-4817	Systolic	EUR	453.447	GBR	EUR
HG00160	HG00160	ieu-b-4817	Systolic	EUR	4718.88	GBR	EUR
HG00171	HG00171	ieu-b-4817	Systolic	EUR	3799.36	FIN	EUR
HG00173	HG00173	ieu-b-4817	Systolic	EUR	690.591	FIN	EUR
HG00174	HG00174	ieu-b-4817	Systolic	EUR	53.6357	FIN	EUR
HG00176	HG00176	ieu-b-4817	Systolic	EUR	-2475.58	FIN	EUR
HG00177	HG00177	ieu-b-4817	Systolic	EUR	1071.18	FIN	EUR
HG00178	HG00178	ieu-b-4817	Systolic	EUR	-2337	FIN	EUR
HG00179	HG00179	ieu-b-4817	Systolic	EUR	-4005.47	FIN	EUR
HG00180	HG00180	ieu-b-4817	Systolic	EUR	2572.01	FIN	EUR
HG00181	HG00181	ieu-b-4817	Systolic	EUR	-532.862	FIN	EUR
HG00182	HG00182	ieu-b-4817	Systolic	EUR	3563.18	FIN	EUR
HG00183	HG00183	ieu-b-4817	Systolic	EUR	427.159	FIN	EUR
HG00185	HG00185	ieu-b-4817	Systolic	EUR	543.245	FIN	EUR
HG00186	HG00186	ieu-b-4817	Systolic	EUR	734.25	FIN	EUR
HG00187	HG00187	ieu-b-4817	Systolic	EUR	2502.29	FIN	EUR
HG00188	HG00188	ieu-b-4817	Systolic	EUR	947.532	FIN	EUR
HG00189	HG00189	ieu-b-4817	Systolic	EUR	1481.44	FIN	EUR
HG00190	HG00190	ieu-b-4817	Systolic	EUR	1116.58	FIN	EUR
HG00231	HG00231	ieu-b-4817	Systolic	EUR	-2418.36	GBR	EUR
HG00232	HG00232	ieu-b-4817	Systolic	EUR	-1366.14	GBR	EUR
HG00233	HG00233	ieu-b-4817	Systolic	EUR	1099.47	GBR	EUR
HG00234	HG00234	ieu-b-4817	Systolic	EUR	-1857.87	GBR	EUR
HG00235	HG00235	ieu-b-4817	Systolic	EUR	744.947	GBR	EUR
HG00236	HG00236	ieu-b-4817	Systolic	EUR	1727.75	GBR	EUR
HG00237	HG00237	ieu-b-4817	Systolic	EUR	-1414.97	GBR	EUR
HG00238	HG00238	ieu-b-4817	Systolic	EUR	1690.81	GBR	EUR
HG00239	HG00239	ieu-b-4817	Systolic	EUR	-52.6018	GBR	EUR
HG00240	HG00240	ieu-b-4817	Systolic	EUR	2426.11	GBR	EUR
HG00242	HG00242	ieu-b-4817	Systolic	EUR	2051.79	GBR	EUR
HG00243	HG00243	ieu-b-4817	Systolic	EUR	-2128.35	GBR	EUR
HG00244	HG00244	ieu-b-4817	Systolic	EUR	3299.77	GBR	EUR
HG00245	HG00245	ieu-b-4817	Systolic	EUR	-885.646	GBR	EUR
HG00246	HG00246	ieu-b-4817	Systolic	EUR	-1082.85	GBR	EUR
HG00250	HG00250	ieu-b-4817	Systolic	EUR	586.473	GBR	EUR
HG00251	HG00251	ieu-b-4817	Systolic	EUR	-383.789	GBR	EUR
HG00252	HG00252	ieu-b-4817	Systolic	EUR	1352.85	GBR	EUR
HG00253	HG00253	ieu-b-4817	Systolic	EUR	-49.3338	GBR	EUR
HG00254	HG00254	ieu-b-4817	Systolic	EUR	-3374.05	GBR	EUR
HG00255	HG00255	ieu-b-4817	Systolic	EUR	-681.332	GBR	EUR
HG00256	HG00256	ieu-b-4817	Systolic	EUR	-3660.4	GBR	EUR
HG00257	HG00257	ieu-b-4817	Systolic	EUR	-5025.56	GBR	EUR
HG00258	HG00258	ieu-b-4817	Systolic	EUR	2508.85	GBR	EUR
HG00259	HG00259	ieu-b-4817	Systolic	EUR	1237.43	GBR	EUR
HG00260	HG00260	ieu-b-4817	Systolic	EUR	1752.73	GBR	EUR
HG00261	HG00261	ieu-b-4817	Systolic	EUR	1048.15	GBR	EUR
HG00262	HG00262	ieu-b-4817	Systolic	EUR	730.815	GBR	EUR
HG00263	HG00263	ieu-b-4817	Systolic	EUR	-2565.88	GBR	EUR
HG00264	HG00264	ieu-b-4817	Systolic	EUR	2893.68	GBR	EUR
HG00265	HG00265	ieu-b-4817	Systolic	EUR	355.411	GBR	EUR
HG00266	HG00266	ieu-b-4817	Systolic	EUR	-440.995	FIN	EUR
HG00267	HG00267	ieu-b-4817	Systolic	EUR	-3.46687	FIN	EUR
HG00268	HG00268	ieu-b-4817	Systolic	EUR	-4929.59	FIN	EUR
HG00269	HG00269	ieu-b-4817	Systolic	EUR	211.372	FIN	EUR
HG00271	HG00271	ieu-b-4817	Systolic	EUR	-1623.73	FIN	EUR
HG00272	HG00272	ieu-b-4817	Systolic	EUR	3012.19	FIN	EUR
HG00273	HG00273	ieu-b-4817	Systolic	EUR	-952.914	FIN	EUR
HG00274	HG00274	ieu-b-4817	Systolic	EUR	-2402.19	FIN	EUR
HG00275	HG00275	ieu-b-4817	Systolic	EUR	285.676	FIN	EUR
HG00276	HG00276	ieu-b-4817	Systolic	EUR	-4.39926	FIN	EUR
HG00277	HG00277	ieu-b-4817	Systolic	EUR	1887.83	FIN	EUR
HG00278	HG00278	ieu-b-4817	Systolic	EUR	440.001	FIN	EUR
HG00280	HG00280	ieu-b-4817	Systolic	EUR	546.888	FIN	EUR
HG00281	HG00281	ieu-b-4817	Systolic	EUR	-1498.41	FIN	EUR
HG00282	HG00282	ieu-b-4817	Systolic	EUR	-3867.94	FIN	EUR
HG00284	HG00284	ieu-b-4817	Systolic	EUR	-324.294	FIN	EUR
HG00285	HG00285	ieu-b-4817	Systolic	EUR	552.501	FIN	EUR
HG00288	HG00288	ieu-b-4817	Systolic	EUR	-1431.68	FIN	EUR
HG00290	HG00290	ieu-b-4817	Systolic	EUR	-2143.73	FIN	EUR
HG00304	HG00304	ieu-b-4817	Systolic	EUR	-249.866	FIN	EUR
HG00306	HG00306	ieu-b-4817	Systolic	EUR	-1115.79	FIN	EUR
HG00308	HG00308	ieu-b-4817	Systolic	EUR	1025.54	FIN	EUR
HG00309	HG00309	ieu-b-4817	Systolic	EUR	-2995.68	FIN	EUR
HG00310	HG00310	ieu-b-4817	Systolic	EUR	-2040.81	FIN	EUR
HG00311	HG00311	ieu-b-4817	Systolic	EUR	1302.54	FIN	EUR
HG00313	HG00313	ieu-b-4817	Systolic	EUR	571.448	FIN	EUR
HG00315	HG00315	ieu-b-4817	Systolic	EUR	-940.878	FIN	EUR
HG00318	HG00318	ieu-b-4817	Systolic	EUR	1536.3	FIN	EUR
HG00319	HG00319	ieu-b-4817	Systolic	EUR	2348.73	FIN	EUR
HG00320	HG00320	ieu-b-4817	Systolic	EUR	-6566.33	FIN	EUR
HG00321	HG00321	ieu-b-4817	Systolic	EUR	822.376	FIN	EUR
HG00323	HG00323	ieu-b-4817	Systolic	EUR	-1562.29	FIN	EUR
HG00324	HG00324	ieu-b-4817	Systolic	EUR	-4048.14	FIN	EUR
HG00325	HG00325	ieu-b-4817	Systolic	EUR	638.206	FIN	EUR
HG00326	HG00326	ieu-b-4817	Systolic	EUR	6569.22	FIN	EUR
HG00327	HG00327	ieu-b-4817	Systolic	EUR	-631.255	FIN	EUR
HG00328	HG00328	ieu-b-4817	Systolic	EUR	775.137	FIN	EUR
HG00329	HG00329	ieu-b-4817	Systolic	EUR	4767.86	FIN	EUR
HG00330	HG00330	ieu-b-4817	Systolic	EUR	-3477.32	FIN	EUR
HG00331	HG00331	ieu-b-4817	Systolic	EUR	-3213.68	FIN	EUR
HG00332	HG00332	ieu-b-4817	Systolic	EUR	695.352	FIN	EUR
HG00334	HG00334	ieu-b-4817	Systolic	EUR	-3417.26	FIN	EUR
HG00335	HG00335	ieu-b-4817	Systolic	EUR	2193.99	FIN	EUR
HG00336	HG00336	ieu-b-4817	Systolic	EUR	3138.69	FIN	EUR
HG00337	HG00337	ieu-b-4817	Systolic	EUR	-1684.16	FIN	EUR
HG00338	HG00338	ieu-b-4817	Systolic	EUR	-273.895	FIN	EUR
HG00339	HG00339	ieu-b-4817	Systolic	EUR	-94.0325	FIN	EUR
HG00341	HG00341	ieu-b-4817	Systolic	EUR	1822.16	FIN	EUR
HG00342	HG00342	ieu-b-4817	Systolic	EUR	-1566.05	FIN	EUR
HG00343	HG00343	ieu-b-4817	Systolic	EUR	47.3458	FIN	EUR
HG00344	HG00344	ieu-b-4817	Systolic	EUR	-1371.87	FIN	EUR
HG00345	HG00345	ieu-b-4817	Systolic	EUR	1717.01	FIN	EUR
HG00346	HG00346	ieu-b-4817	Systolic	EUR	-560.994	FIN	EUR
HG00349	HG00349	ieu-b-4817	Systolic	EUR	-903.516	FIN	EUR
HG00350	HG00350	ieu-b-4817	Systolic	EUR	-4725.16	FIN	EUR
HG00351	HG00351	ieu-b-4817	Systolic	EUR	-386.198	FIN	EUR
HG00353	HG00353	ieu-b-4817	Systolic	EUR	326.324	FIN	EUR
HG00355	HG00355	ieu-b-4817	Systolic	EUR	1783.7	FIN	EUR
HG00356	HG00356	ieu-b-4817	Systolic	EUR	-591.93	FIN	EUR
HG00357	HG00357	ieu-b-4817	Systolic	EUR	-5836.88	FIN	EUR
HG00358	HG00358	ieu-b-4817	Systolic	EUR	-908.374	FIN	EUR
HG00360	HG00360	ieu-b-4817	Systolic	EUR	-638.419	FIN	EUR
HG00361	HG00361	ieu-b-4817	Systolic	EUR	-3744.88	FIN	EUR
HG00362	HG00362	ieu-b-4817	Systolic	EUR	834.943	FIN	EUR
HG00364	HG00364	ieu-b-4817	Systolic	EUR	-48.3002	FIN	EUR
HG00365	HG00365	ieu-b-4817	Systolic	EUR	1513.33	FIN	EUR
HG00366	HG00366	ieu-b-4817	Systolic	EUR	1299.91	FIN	EUR
HG00367	HG00367	ieu-b-4817	Systolic	EUR	-1373.82	FIN	EUR
HG00368	HG00368	ieu-b-4817	Systolic	EUR	1983.7	FIN	EUR
HG00369	HG00369	ieu-b-4817	Systolic	EUR	-2426.63	FIN	EUR
HG00371	HG00371	ieu-b-4817	Systolic	EUR	566.644	FIN	EUR
HG00372	HG00372	ieu-b-4817	Systolic	EUR	604.605	FIN	EUR
HG00373	HG00373	ieu-b-4817	Systolic	EUR	-846.055	FIN	EUR
HG00375	HG00375	ieu-b-4817	Systolic	EUR	-35.1284	FIN	EUR
HG00376	HG00376	ieu-b-4817	Systolic	EUR	1066.56	FIN	EUR
HG00378	HG00378	ieu-b-4817	Systolic	EUR	956.522	FIN	EUR
HG00379	HG00379	ieu-b-4817	Systolic	EUR	-853.026	FIN	EUR
HG00380	HG00380	ieu-b-4817	Systolic	EUR	-173.663	FIN	EUR
HG00381	HG00381	ieu-b-4817	Systolic	EUR	-1869.92	FIN	EUR
HG00382	HG00382	ieu-b-4817	Systolic	EUR	-2805.62	FIN	EUR
HG00383	HG00383	ieu-b-4817	Systolic	EUR	-6204.21	FIN	EUR
HG00384	HG00384	ieu-b-4817	Systolic	EUR	2368.35	FIN	EUR
HG01334	HG01334	ieu-b-4817	Systolic	EUR	2912.57	GBR	EUR
HG01500	HG01500	ieu-b-4817	Systolic	EUR	-3386.01	IBS	EUR
HG01501	HG01501	ieu-b-4817	Systolic	EUR	-4252.59	IBS	EUR
HG01503	HG01503	ieu-b-4817	Systolic	EUR	518.939	IBS	EUR
HG01504	HG01504	ieu-b-4817	Systolic	EUR	715.923	IBS	EUR
HG01506	HG01506	ieu-b-4817	Systolic	EUR	-1604.1	IBS	EUR
HG01507	HG01507	ieu-b-4817	Systolic	EUR	-2040.05	IBS	EUR
HG01509	HG01509	ieu-b-4817	Systolic	EUR	-514.297	IBS	EUR
HG01510	HG01510	ieu-b-4817	Systolic	EUR	-1049.55	IBS	EUR
HG01512	HG01512	ieu-b-4817	Systolic	EUR	-1727.64	IBS	EUR
HG01513	HG01513	ieu-b-4817	Systolic	EUR	844.218	IBS	EUR
HG01515	HG01515	ieu-b-4817	Systolic	EUR	1816.71	IBS	EUR
HG01516	HG01516	ieu-b-4817	Systolic	EUR	-1830.67	IBS	EUR
HG01518	HG01518	ieu-b-4817	Systolic	EUR	3270.36	IBS	EUR
HG01519	HG01519	ieu-b-4817	Systolic	EUR	-873.856	IBS	EUR
HG01521	HG01521	ieu-b-4817	Systolic	EUR	-866.27	IBS	EUR
HG01522	HG01522	ieu-b-4817	Systolic	EUR	-2597.89	IBS	EUR
HG01524	HG01524	ieu-b-4817	Systolic	EUR	974.255	IBS	EUR
HG01525	HG01525	ieu-b-4817	Systolic	EUR	-620.629	IBS	EUR
HG01527	HG01527	ieu-b-4817	Systolic	EUR	1800.55	IBS	EUR
HG01528	HG01528	ieu-b-4817	Systolic	EUR	1160.36	IBS	EUR
HG01530	HG01530	ieu-b-4817	Systolic	EUR	405.485	IBS	EUR
HG01531	HG01531	ieu-b-4817	Systolic	EUR	-4743.94	IBS	EUR
HG01536	HG01536	ieu-b-4817	Systolic	EUR	-851.628	IBS	EUR
HG01537	HG01537	ieu-b-4817	Systolic	EUR	1254.7	IBS	EUR
HG01602	HG01602	ieu-b-4817	Systolic	EUR	-785.99	IBS	EUR
HG01603	HG01603	ieu-b-4817	Systolic	EUR	2135.23	IBS	EUR
HG01605	HG01605	ieu-b-4817	Systolic	EUR	1110.13	IBS	EUR
HG01606	HG01606	ieu-b-4817	Systolic	EUR	-6170.88	IBS	EUR
HG01607	HG01607	ieu-b-4817	Systolic	EUR	149.231	IBS	EUR
HG01608	HG01608	ieu-b-4817	Systolic	EUR	1416.56	IBS	EUR
HG01610	HG01610	ieu-b-4817	Systolic	EUR	-3629.85	IBS	EUR
HG01612	HG01612	ieu-b-4817	Systolic	EUR	-3922.1	IBS	EUR
HG01613	HG01613	ieu-b-4817	Systolic	EUR	-2072.8	IBS	EUR
HG01615	HG01615	ieu-b-4817	Systolic	EUR	-628.063	IBS	EUR
HG01617	HG01617	ieu-b-4817	Systolic	EUR	-1371.82	IBS	EUR
HG01618	HG01618	ieu-b-4817	Systolic	EUR	240.125	IBS	EUR
HG01619	HG01619	ieu-b-4817	Systolic	EUR	-2055.3	IBS	EUR
HG01620	HG01620	ieu-b-4817	Systolic	EUR	544.701	IBS	EUR
HG01623	HG01623	ieu-b-4817	Systolic	EUR	-1039.72	IBS	EUR
HG01624	HG01624	ieu-b-4817	Systolic	EUR	3517.72	IBS	EUR
HG01625	HG01625	ieu-b-4817	Systolic	EUR	1172.94	IBS	EUR
HG01626	HG01626	ieu-b-4817	Systolic	EUR	-5686.63	IBS	EUR
HG01628	HG01628	ieu-b-4817	Systolic	EUR	2850.06	IBS	EUR
HG01630	HG01630	ieu-b-4817	Systolic	EUR	531.725	IBS	EUR
HG01631	HG01631	ieu-b-4817	Systolic	EUR	-1589.55	IBS	EUR
HG01632	HG01632	ieu-b-4817	Systolic	EUR	458.771	IBS	EUR
HG01668	HG01668	ieu-b-4817	Systolic	EUR	1386.15	IBS	EUR
HG01669	HG01669	ieu-b-4817	Systolic	EUR	1482.28	IBS	EUR
HG01670	HG01670	ieu-b-4817	Systolic	EUR	3542.19	IBS	EUR
HG01672	HG01672	ieu-b-4817	Systolic	EUR	576.71	IBS	EUR
HG01673	HG01673	ieu-b-4817	Systolic	EUR	-4325.87	IBS	EUR
HG01675	HG01675	ieu-b-4817	Systolic	EUR	910.526	IBS	EUR
HG01676	HG01676	ieu-b-4817	Systolic	EUR	-1861.85	IBS	EUR
HG01678	HG01678	ieu-b-4817	Systolic	EUR	-780.336	IBS	EUR
HG01679	HG01679	ieu-b-4817	Systolic	EUR	-2829.04	IBS	EUR
HG01680	HG01680	ieu-b-4817	Systolic	EUR	-1454.39	IBS	EUR
HG01682	HG01682	ieu-b-4817	Systolic	EUR	-934.27	IBS	EUR
HG01684	HG01684	ieu-b-4817	Systolic	EUR	-3506.83	IBS	EUR
HG01685	HG01685	ieu-b-4817	Systolic	EUR	3314.59	IBS	EUR
HG01686	HG01686	ieu-b-4817	Systolic	EUR	-4261.73	IBS	EUR
HG01694	HG01694	ieu-b-4817	Systolic	EUR	-1544.07	IBS	EUR
HG01695	HG01695	ieu-b-4817	Systolic	EUR	-3759.9	IBS	EUR
HG01697	HG01697	ieu-b-4817	Systolic	EUR	3813.39	IBS	EUR
HG01699	HG01699	ieu-b-4817	Systolic	EUR	1032.99	IBS	EUR
HG01700	HG01700	ieu-b-4817	Systolic	EUR	560.396	IBS	EUR
HG01702	HG01702	ieu-b-4817	Systolic	EUR	1690.44	IBS	EUR
HG01704	HG01704	ieu-b-4817	Systolic	EUR	5984.03	IBS	EUR
HG01705	HG01705	ieu-b-4817	Systolic	EUR	4476.45	IBS	EUR
HG01707	HG01707	ieu-b-4817	Systolic	EUR	1249.98	IBS	EUR
HG01708	HG01708	ieu-b-4817	Systolic	EUR	-1793.77	IBS	EUR
HG01709	HG01709	ieu-b-4817	Systolic	EUR	-388.055	IBS	EUR
HG01710	HG01710	ieu-b-4817	Systolic	EUR	1256.97	IBS	EUR
HG01746	HG01746	ieu-b-4817	Systolic	EUR	-1042.47	IBS	EUR
HG01747	HG01747	ieu-b-4817	Systolic	EUR	300.414	IBS	EUR
HG01756	HG01756	ieu-b-4817	Systolic	EUR	1997.16	IBS	EUR
HG01757	HG01757	ieu-b-4817	Systolic	EUR	1401.38	IBS	EUR
HG01761	HG01761	ieu-b-4817	Systolic	EUR	-3258.76	IBS	EUR
HG01762	HG01762	ieu-b-4817	Systolic	EUR	-1121.19	IBS	EUR
HG01765	HG01765	ieu-b-4817	Systolic	EUR	1952.96	IBS	EUR
HG01766	HG01766	ieu-b-4817	Systolic	EUR	-1860.2	IBS	EUR
HG01767	HG01767	ieu-b-4817	Systolic	EUR	828.203	IBS	EUR
HG01768	HG01768	ieu-b-4817	Systolic	EUR	2795.34	IBS	EUR
HG01770	HG01770	ieu-b-4817	Systolic	EUR	-393.783	IBS	EUR
HG01771	HG01771	ieu-b-4817	Systolic	EUR	-1886.36	IBS	EUR
HG01773	HG01773	ieu-b-4817	Systolic	EUR	-2230.29	IBS	EUR
HG01775	HG01775	ieu-b-4817	Systolic	EUR	2405.5	IBS	EUR
HG01776	HG01776	ieu-b-4817	Systolic	EUR	533.184	IBS	EUR
HG01777	HG01777	ieu-b-4817	Systolic	EUR	4331.12	IBS	EUR
HG01779	HG01779	ieu-b-4817	Systolic	EUR	-3759.63	IBS	EUR
HG01781	HG01781	ieu-b-4817	Systolic	EUR	1280.45	IBS	EUR
HG01783	HG01783	ieu-b-4817	Systolic	EUR	-1188.66	IBS	EUR
HG01784	HG01784	ieu-b-4817	Systolic	EUR	5507.72	IBS	EUR
HG01785	HG01785	ieu-b-4817	Systolic	EUR	-1491.31	IBS	EUR
HG01786	HG01786	ieu-b-4817	Systolic	EUR	134.722	IBS	EUR
HG01789	HG01789	ieu-b-4817	Systolic	EUR	-2458.06	GBR	EUR
HG01790	HG01790	ieu-b-4817	Systolic	EUR	943.92	GBR	EUR
HG01791	HG01791	ieu-b-4817	Systolic	EUR	887.645	GBR	EUR
HG02215	HG02215	ieu-b-4817	Systolic	EUR	-4246.5	GBR	EUR
HG02219	HG02219	ieu-b-4817	Systolic	EUR	-858.539	IBS	EUR
HG02220	HG02220	ieu-b-4817	Systolic	EUR	1592.1	IBS	EUR
HG02221	HG02221	ieu-b-4817	Systolic	EUR	-1898.14	IBS	EUR
HG02223	HG02223	ieu-b-4817	Systolic	EUR	-1710.07	IBS	EUR
HG02224	HG02224	ieu-b-4817	Systolic	EUR	1893.95	IBS	EUR
HG02230	HG02230	ieu-b-4817	Systolic	EUR	1800.08	IBS	EUR
HG02231	HG02231	ieu-b-4817	Systolic	EUR	329.504	IBS	EUR
HG02232	HG02232	ieu-b-4817	Systolic	EUR	381.071	IBS	EUR
HG02233	HG02233	ieu-b-4817	Systolic	EUR	3950.81	IBS	EUR
HG02235	HG02235	ieu-b-4817	Systolic	EUR	-1710.98	IBS	EUR
HG02236	HG02236	ieu-b-4817	Systolic	EUR	-5467.02	IBS	EUR
HG02238	HG02238	ieu-b-4817	Systolic	EUR	1661.36	IBS	EUR
HG02239	HG02239	ieu-b-4817	Systolic	EUR	1711.48	IBS	EUR
NA06984	NA06984	ieu-b-4817	Systolic	EUR	-2517.61	CEU	EUR
NA06985	NA06985	ieu-b-4817	Systolic	EUR	1184.1	CEU	EUR
NA06986	NA06986	ieu-b-4817	Systolic	EUR	-3897.66	CEU	EUR
NA06989	NA06989	ieu-b-4817	Systolic	EUR	750.82	CEU	EUR
NA06994	NA06994	ieu-b-4817	Systolic	EUR	-1310.17	CEU	EUR
NA07000	NA07000	ieu-b-4817	Systolic	EUR	-4186.76	CEU	EUR
NA07037	NA07037	ieu-b-4817	Systolic	EUR	-5070.86	CEU	EUR
NA07048	NA07048	ieu-b-4817	Systolic	EUR	-867.852	CEU	EUR
NA07051	NA07051	ieu-b-4817	Systolic	EUR	354.705	CEU	EUR
NA07056	NA07056	ieu-b-4817	Systolic	EUR	-311.978	CEU	EUR
NA07347	NA07347	ieu-b-4817	Systolic	EUR	-3689.73	CEU	EUR
NA07357	NA07357	ieu-b-4817	Systolic	EUR	-1043.43	CEU	EUR
NA10847	NA10847	ieu-b-4817	Systolic	EUR	-1765.95	CEU	EUR
NA10851	NA10851	ieu-b-4817	Systolic	EUR	644.995	CEU	EUR
NA11829	NA11829	ieu-b-4817	Systolic	EUR	1538.85	CEU	EUR
NA11830	NA11830	ieu-b-4817	Systolic	EUR	-211.06	CEU	EUR
NA11831	NA11831	ieu-b-4817	Systolic	EUR	772.375	CEU	EUR
NA11832	NA11832	ieu-b-4817	Systolic	EUR	-591.456	CEU	EUR
NA11840	NA11840	ieu-b-4817	Systolic	EUR	4147.01	CEU	EUR
NA11843	NA11843	ieu-b-4817	Systolic	EUR	2142.33	CEU	EUR
NA11881	NA11881	ieu-b-4817	Systolic	EUR	-3974.69	CEU	EUR
NA11892	NA11892	ieu-b-4817	Systolic	EUR	3718.35	CEU	EUR
NA11893	NA11893	ieu-b-4817	Systolic	EUR	-1579.8	CEU	EUR
NA11894	NA11894	ieu-b-4817	Systolic	EUR	-401.778	CEU	EUR
NA11918	NA11918	ieu-b-4817	Systolic	EUR	-872.741	CEU	EUR
NA11919	NA11919	ieu-b-4817	Systolic	EUR	-3809.59	CEU	EUR
NA11920	NA11920	ieu-b-4817	Systolic	EUR	2441.21	CEU	EUR
NA11930	NA11930	ieu-b-4817	Systolic	EUR	-759.191	CEU	EUR
NA11931	NA11931	ieu-b-4817	Systolic	EUR	-3786.69	CEU	EUR
NA11932	NA11932	ieu-b-4817	Systolic	EUR	-3454.5	CEU	EUR
NA11933	NA11933	ieu-b-4817	Systolic	EUR	-2101.22	CEU	EUR
NA11992	NA11992	ieu-b-4817	Systolic	EUR	-1944.24	CEU	EUR
NA11994	NA11994	ieu-b-4817	Systolic	EUR	-1383.53	CEU	EUR
NA11995	NA11995	ieu-b-4817	Systolic	EUR	-950.154	CEU	EUR
NA12003	NA12003	ieu-b-4817	Systolic	EUR	-799.366	CEU	EUR
NA12004	NA12004	ieu-b-4817	Systolic	EUR	3631.49	CEU	EUR
NA12005	NA12005	ieu-b-4817	Systolic	EUR	-1823.76	CEU	EUR
NA12006	NA12006	ieu-b-4817	Systolic	EUR	585.392	CEU	EUR
NA12043	NA12043	ieu-b-4817	Systolic	EUR	2523.01	CEU	EUR
NA12044	NA12044	ieu-b-4817	Systolic	EUR	-210.496	CEU	EUR
NA12045	NA12045	ieu-b-4817	Systolic	EUR	-1032.11	CEU	EUR
NA12046	NA12046	ieu-b-4817	Systolic	EUR	-2431.87	CEU	EUR
NA12058	NA12058	ieu-b-4817	Systolic	EUR	-1167.63	CEU	EUR
NA12144	NA12144	ieu-b-4817	Systolic	EUR	-1496.49	CEU	EUR
NA12154	NA12154	ieu-b-4817	Systolic	EUR	-2548.24	CEU	EUR
NA12155	NA12155	ieu-b-4817	Systolic	EUR	-3371.91	CEU	EUR
NA12156	NA12156	ieu-b-4817	Systolic	EUR	-42.6138	CEU	EUR
NA12234	NA12234	ieu-b-4817	Systolic	EUR	-4007.46	CEU	EUR
NA12249	NA12249	ieu-b-4817	Systolic	EUR	3673.67	CEU	EUR
NA12272	NA12272	ieu-b-4817	Systolic	EUR	5920.37	CEU	EUR
NA12273	NA12273	ieu-b-4817	Systolic	EUR	777.936	CEU	EUR
NA12275	NA12275	ieu-b-4817	Systolic	EUR	-147.344	CEU	EUR
NA12282	NA12282	ieu-b-4817	Systolic	EUR	-3416.01	CEU	EUR
NA12283	NA12283	ieu-b-4817	Systolic	EUR	-188.344	CEU	EUR
NA12286	NA12286	ieu-b-4817	Systolic	EUR	-939.913	CEU	EUR
NA12287	NA12287	ieu-b-4817	Systolic	EUR	-3855.91	CEU	EUR
NA12340	NA12340	ieu-b-4817	Systolic	EUR	651.179	CEU	EUR
NA12341	NA12341	ieu-b-4817	Systolic	EUR	1666.56	CEU	EUR
NA12342	NA12342	ieu-b-4817	Systolic	EUR	-2643.62	CEU	EUR
NA12347	NA12347	ieu-b-4817	Systolic	EUR	-377.483	CEU	EUR
NA12348	NA12348	ieu-b-4817	Systolic	EUR	-463.275	CEU	EUR
NA12383	NA12383	ieu-b-4817	Systolic	EUR	4341.35	CEU	EUR
NA12399	NA12399	ieu-b-4817	Systolic	EUR	395.561	CEU	EUR
NA12400	NA12400	ieu-b-4817	Systolic	EUR	-150.635	CEU	EUR
NA12413	NA12413	ieu-b-4817	Systolic	EUR	-4531.96	CEU	EUR
NA12414	NA12414	ieu-b-4817	Systolic	EUR	620.518	CEU	EUR
NA12489	NA12489	ieu-b-4817	Systolic	EUR	-222.932	CEU	EUR
NA12546	NA12546	ieu-b-4817	Systolic	EUR	-137.696	CEU	EUR
NA12716	NA12716	ieu-b-4817	Systolic	EUR	2314.56	CEU	EUR
NA12717	NA12717	ieu-b-4817	Systolic	EUR	613.864	CEU	EUR
NA12718	NA12718	ieu-b-4817	Systolic	EUR	-3898.29	CEU	EUR
NA12748	NA12748	ieu-b-4817	Systolic	EUR	-4356.53	CEU	EUR
NA12749	NA12749	ieu-b-4817	Systolic	EUR	-1920.79	CEU	EUR
NA12750	NA12750	ieu-b-4817	Systolic	EUR	897.957	CEU	EUR
NA12751	NA12751	ieu-b-4817	Systolic	EUR	-1858.81	CEU	EUR
NA12760	NA12760	ieu-b-4817	Systolic	EUR	2857.26	CEU	EUR
NA12761	NA12761	ieu-b-4817	Systolic	EUR	-741.946	CEU	EUR
NA12762	NA12762	ieu-b-4817	Systolic	EUR	-878.466	CEU	EUR
NA12763	NA12763	ieu-b-4817	Systolic	EUR	-1013.64	CEU	EUR
