FID	IID	Trait	Pop	PGS
NA19712	NA19712	ieu-b-4857	AFR	84.916
NA19713	NA19713	ieu-b-4857	AFR	147.857
NA19818	NA19818	ieu-b-4857	AFR	95.1116
NA19819	NA19819	ieu-b-4857	AFR	220.279
NA19834	NA19834	ieu-b-4857	AFR	85.3795
NA19835	NA19835	ieu-b-4857	AFR	34.7366
NA19900	NA19900	ieu-b-4857	AFR	83.8523
NA19901	NA19901	ieu-b-4857	AFR	37.8429
NA19904	NA19904	ieu-b-4857	AFR	100.226
NA19908	NA19908	ieu-b-4857	AFR	146.891
NA19909	NA19909	ieu-b-4857	AFR	57.2494
NA19913	NA19913	ieu-b-4857	AFR	139.782
NA19914	NA19914	ieu-b-4857	AFR	125.083
NA19916	NA19916	ieu-b-4857	AFR	151.599
NA19917	NA19917	ieu-b-4857	AFR	57.4395
NA19920	NA19920	ieu-b-4857	AFR	77.5588
NA19921	NA19921	ieu-b-4857	AFR	-11.6777
NA19922	NA19922	ieu-b-4857	AFR	33.1036
NA19923	NA19923	ieu-b-4857	AFR	47.7699
NA19982	NA19982	ieu-b-4857	AFR	171.519
NA19984	NA19984	ieu-b-4857	AFR	132.081
NA20126	NA20126	ieu-b-4857	AFR	36.1214
NA20127	NA20127	ieu-b-4857	AFR	139.597
NA20274	NA20274	ieu-b-4857	AFR	95.3158
NA20276	NA20276	ieu-b-4857	AFR	101.113
NA20278	NA20278	ieu-b-4857	AFR	92.5335
NA20281	NA20281	ieu-b-4857	AFR	57.4737
NA20282	NA20282	ieu-b-4857	AFR	183.301
NA20287	NA20287	ieu-b-4857	AFR	87.8158
NA20289	NA20289	ieu-b-4857	AFR	79.4897
NA20291	NA20291	ieu-b-4857	AFR	99.6946
NA20294	NA20294	ieu-b-4857	AFR	162.496
NA20296	NA20296	ieu-b-4857	AFR	191.696
NA20298	NA20298	ieu-b-4857	AFR	133.89
NA20299	NA20299	ieu-b-4857	AFR	152.689
NA20314	NA20314	ieu-b-4857	AFR	-83.0623
NA20317	NA20317	ieu-b-4857	AFR	130.65
NA20318	NA20318	ieu-b-4857	AFR	17.1657
NA20320	NA20320	ieu-b-4857	AFR	48.4365
NA20321	NA20321	ieu-b-4857	AFR	31.9444
NA20332	NA20332	ieu-b-4857	AFR	77.0278
NA20334	NA20334	ieu-b-4857	AFR	82.2717
NA20339	NA20339	ieu-b-4857	AFR	154.411
NA20340	NA20340	ieu-b-4857	AFR	99.7564
NA20342	NA20342	ieu-b-4857	AFR	37.7378
NA20346	NA20346	ieu-b-4857	AFR	137.302
NA20348	NA20348	ieu-b-4857	AFR	117.725
NA20351	NA20351	ieu-b-4857	AFR	156.883
NA20355	NA20355	ieu-b-4857	AFR	150.732
NA20356	NA20356	ieu-b-4857	AFR	190.361
NA20357	NA20357	ieu-b-4857	AFR	119.722
NA20359	NA20359	ieu-b-4857	AFR	190.829
NA20362	NA20362	ieu-b-4857	AFR	192.09
NA20412	NA20412	ieu-b-4857	AFR	7.04515
HG00551	HG00551	ieu-b-4857	AMR	33.7417
HG00553	HG00553	ieu-b-4857	AMR	134.723
HG00554	HG00554	ieu-b-4857	AMR	84.789
HG00637	HG00637	ieu-b-4857	AMR	105.95
HG00638	HG00638	ieu-b-4857	AMR	73.1418
HG00640	HG00640	ieu-b-4857	AMR	-3.31933
HG00641	HG00641	ieu-b-4857	AMR	186.356
HG00731	HG00731	ieu-b-4857	AMR	127.671
HG00732	HG00732	ieu-b-4857	AMR	346.482
HG00734	HG00734	ieu-b-4857	AMR	116.036
HG00736	HG00736	ieu-b-4857	AMR	85.7732
HG00737	HG00737	ieu-b-4857	AMR	51.9187
HG00739	HG00739	ieu-b-4857	AMR	148.564
HG00740	HG00740	ieu-b-4857	AMR	120.944
HG00742	HG00742	ieu-b-4857	AMR	41.9315
HG00743	HG00743	ieu-b-4857	AMR	93.1695
HG01047	HG01047	ieu-b-4857	AMR	116.753
HG01048	HG01048	ieu-b-4857	AMR	22.9847
HG01049	HG01049	ieu-b-4857	AMR	30.3911
HG01051	HG01051	ieu-b-4857	AMR	47.659
HG01052	HG01052	ieu-b-4857	AMR	129.015
HG01054	HG01054	ieu-b-4857	AMR	214.87
HG01055	HG01055	ieu-b-4857	AMR	27.1209
HG01058	HG01058	ieu-b-4857	AMR	37.7871
HG01060	HG01060	ieu-b-4857	AMR	115.171
HG01061	HG01061	ieu-b-4857	AMR	119.018
HG01063	HG01063	ieu-b-4857	AMR	25.6458
HG01064	HG01064	ieu-b-4857	AMR	64.0632
HG01066	HG01066	ieu-b-4857	AMR	149.607
HG01067	HG01067	ieu-b-4857	AMR	59.3456
HG01069	HG01069	ieu-b-4857	AMR	63.7946
HG01070	HG01070	ieu-b-4857	AMR	45.6389
HG01072	HG01072	ieu-b-4857	AMR	27.3706
HG01073	HG01073	ieu-b-4857	AMR	1.34689
HG01075	HG01075	ieu-b-4857	AMR	100.39
HG01077	HG01077	ieu-b-4857	AMR	198.145
HG01079	HG01079	ieu-b-4857	AMR	-5.13942
HG01080	HG01080	ieu-b-4857	AMR	52.2679
HG01082	HG01082	ieu-b-4857	AMR	-7.31273
HG01083	HG01083	ieu-b-4857	AMR	171.908
HG01085	HG01085	ieu-b-4857	AMR	153.717
HG01086	HG01086	ieu-b-4857	AMR	75.2511
HG01088	HG01088	ieu-b-4857	AMR	96.3134
HG01089	HG01089	ieu-b-4857	AMR	233.066
HG01092	HG01092	ieu-b-4857	AMR	64.8078
HG01094	HG01094	ieu-b-4857	AMR	136.277
HG01095	HG01095	ieu-b-4857	AMR	13.9636
HG01097	HG01097	ieu-b-4857	AMR	118.636
HG01098	HG01098	ieu-b-4857	AMR	97.9351
HG01101	HG01101	ieu-b-4857	AMR	135.9
HG01102	HG01102	ieu-b-4857	AMR	184.932
HG01104	HG01104	ieu-b-4857	AMR	170.462
HG01105	HG01105	ieu-b-4857	AMR	146.926
HG01107	HG01107	ieu-b-4857	AMR	159.536
HG01108	HG01108	ieu-b-4857	AMR	51.0163
HG01110	HG01110	ieu-b-4857	AMR	81.4969
HG01111	HG01111	ieu-b-4857	AMR	150.861
HG01112	HG01112	ieu-b-4857	AMR	93.0632
HG01113	HG01113	ieu-b-4857	AMR	108.775
HG01119	HG01119	ieu-b-4857	AMR	58.8155
HG01121	HG01121	ieu-b-4857	AMR	57.316
HG01122	HG01122	ieu-b-4857	AMR	89.0951
HG01124	HG01124	ieu-b-4857	AMR	99.7082
HG01125	HG01125	ieu-b-4857	AMR	110.96
HG01130	HG01130	ieu-b-4857	AMR	123.129
HG01131	HG01131	ieu-b-4857	AMR	40.921
HG01133	HG01133	ieu-b-4857	AMR	72.7815
HG01134	HG01134	ieu-b-4857	AMR	105.146
HG01136	HG01136	ieu-b-4857	AMR	127.828
HG01137	HG01137	ieu-b-4857	AMR	58.6921
HG01139	HG01139	ieu-b-4857	AMR	81.2072
HG01140	HG01140	ieu-b-4857	AMR	22.291
HG01142	HG01142	ieu-b-4857	AMR	69.7412
HG01148	HG01148	ieu-b-4857	AMR	129.093
HG01149	HG01149	ieu-b-4857	AMR	62.6927
HG01161	HG01161	ieu-b-4857	AMR	150.319
HG01162	HG01162	ieu-b-4857	AMR	57.4712
HG01164	HG01164	ieu-b-4857	AMR	129.677
HG01167	HG01167	ieu-b-4857	AMR	87.9346
HG01168	HG01168	ieu-b-4857	AMR	32.2795
HG01170	HG01170	ieu-b-4857	AMR	135.999
HG01171	HG01171	ieu-b-4857	AMR	95.6436
HG01173	HG01173	ieu-b-4857	AMR	164.118
HG01174	HG01174	ieu-b-4857	AMR	122.632
HG01176	HG01176	ieu-b-4857	AMR	73.3506
HG01177	HG01177	ieu-b-4857	AMR	61.0855
HG01182	HG01182	ieu-b-4857	AMR	14.2073
HG01183	HG01183	ieu-b-4857	AMR	60.5396
HG01187	HG01187	ieu-b-4857	AMR	189.639
HG01188	HG01188	ieu-b-4857	AMR	30.083
HG01190	HG01190	ieu-b-4857	AMR	150.212
HG01191	HG01191	ieu-b-4857	AMR	152.591
HG01197	HG01197	ieu-b-4857	AMR	86.9383
HG01198	HG01198	ieu-b-4857	AMR	79.0374
HG01200	HG01200	ieu-b-4857	AMR	74.0698
HG01204	HG01204	ieu-b-4857	AMR	170.551
HG01205	HG01205	ieu-b-4857	AMR	28.8262
HG01241	HG01241	ieu-b-4857	AMR	75.6205
HG01242	HG01242	ieu-b-4857	AMR	118.829
HG01247	HG01247	ieu-b-4857	AMR	69.5353
HG01248	HG01248	ieu-b-4857	AMR	198.889
HG01250	HG01250	ieu-b-4857	AMR	-16.775
HG01251	HG01251	ieu-b-4857	AMR	140.34
HG01253	HG01253	ieu-b-4857	AMR	-9.06399
HG01254	HG01254	ieu-b-4857	AMR	71.8095
HG01256	HG01256	ieu-b-4857	AMR	131.513
HG01257	HG01257	ieu-b-4857	AMR	4.20044
HG01259	HG01259	ieu-b-4857	AMR	119.12
HG01260	HG01260	ieu-b-4857	AMR	172.745
HG01269	HG01269	ieu-b-4857	AMR	141.967
HG01271	HG01271	ieu-b-4857	AMR	59.5438
HG01272	HG01272	ieu-b-4857	AMR	87.4581
HG01275	HG01275	ieu-b-4857	AMR	-77.0726
HG01277	HG01277	ieu-b-4857	AMR	119.688
HG01280	HG01280	ieu-b-4857	AMR	101.341
HG01281	HG01281	ieu-b-4857	AMR	55.7506
HG01284	HG01284	ieu-b-4857	AMR	183.816
HG01286	HG01286	ieu-b-4857	AMR	76.009
HG01302	HG01302	ieu-b-4857	AMR	27.6289
HG01303	HG01303	ieu-b-4857	AMR	-74.0197
HG01305	HG01305	ieu-b-4857	AMR	182.542
HG01308	HG01308	ieu-b-4857	AMR	181.578
HG01311	HG01311	ieu-b-4857	AMR	85.9083
HG01312	HG01312	ieu-b-4857	AMR	101.37
HG01323	HG01323	ieu-b-4857	AMR	93.6026
HG01325	HG01325	ieu-b-4857	AMR	198.308
HG01326	HG01326	ieu-b-4857	AMR	108.881
HG01341	HG01341	ieu-b-4857	AMR	122.771
HG01342	HG01342	ieu-b-4857	AMR	38.4981
HG01344	HG01344	ieu-b-4857	AMR	75.6195
HG01345	HG01345	ieu-b-4857	AMR	101.102
HG01348	HG01348	ieu-b-4857	AMR	274.689
HG01350	HG01350	ieu-b-4857	AMR	49.7925
HG01351	HG01351	ieu-b-4857	AMR	171.715
HG01353	HG01353	ieu-b-4857	AMR	83.4404
HG01354	HG01354	ieu-b-4857	AMR	97.7969
HG01356	HG01356	ieu-b-4857	AMR	159.592
HG01357	HG01357	ieu-b-4857	AMR	98.5373
HG01359	HG01359	ieu-b-4857	AMR	129.832
HG01360	HG01360	ieu-b-4857	AMR	110.91
HG01362	HG01362	ieu-b-4857	AMR	86.0817
HG01363	HG01363	ieu-b-4857	AMR	-7.47971
HG01365	HG01365	ieu-b-4857	AMR	38.4338
HG01366	HG01366	ieu-b-4857	AMR	123.876
HG01369	HG01369	ieu-b-4857	AMR	38.0154
HG01372	HG01372	ieu-b-4857	AMR	137.479
HG01374	HG01374	ieu-b-4857	AMR	6.87542
HG01375	HG01375	ieu-b-4857	AMR	124.808
HG01377	HG01377	ieu-b-4857	AMR	-15.7637
HG01378	HG01378	ieu-b-4857	AMR	55.826
HG01383	HG01383	ieu-b-4857	AMR	4.0268
HG01384	HG01384	ieu-b-4857	AMR	140.29
HG01389	HG01389	ieu-b-4857	AMR	140.369
HG01390	HG01390	ieu-b-4857	AMR	85.3538
HG01392	HG01392	ieu-b-4857	AMR	116.048
HG01393	HG01393	ieu-b-4857	AMR	148.815
HG01395	HG01395	ieu-b-4857	AMR	138.625
HG01396	HG01396	ieu-b-4857	AMR	149.71
HG01398	HG01398	ieu-b-4857	AMR	96.9379
HG01402	HG01402	ieu-b-4857	AMR	118.689
HG01403	HG01403	ieu-b-4857	AMR	80.3193
HG01405	HG01405	ieu-b-4857	AMR	155.3
HG01412	HG01412	ieu-b-4857	AMR	-9.54398
HG01413	HG01413	ieu-b-4857	AMR	205.291
HG01414	HG01414	ieu-b-4857	AMR	42.1685
HG01431	HG01431	ieu-b-4857	AMR	40.5063
HG01432	HG01432	ieu-b-4857	AMR	81.9026
HG01435	HG01435	ieu-b-4857	AMR	24.1417
HG01437	HG01437	ieu-b-4857	AMR	-16.2822
HG01438	HG01438	ieu-b-4857	AMR	16.3105
HG01440	HG01440	ieu-b-4857	AMR	131.922
HG01441	HG01441	ieu-b-4857	AMR	-69.6701
HG01443	HG01443	ieu-b-4857	AMR	113.342
HG01444	HG01444	ieu-b-4857	AMR	55.9997
HG01447	HG01447	ieu-b-4857	AMR	149.681
HG01455	HG01455	ieu-b-4857	AMR	-14.3766
HG01456	HG01456	ieu-b-4857	AMR	119.421
HG01459	HG01459	ieu-b-4857	AMR	6.3599
HG01461	HG01461	ieu-b-4857	AMR	-7.50201
HG01462	HG01462	ieu-b-4857	AMR	137.162
HG01464	HG01464	ieu-b-4857	AMR	35.5575
HG01465	HG01465	ieu-b-4857	AMR	31.0026
HG01468	HG01468	ieu-b-4857	AMR	96.0668
HG01474	HG01474	ieu-b-4857	AMR	111.179
HG01479	HG01479	ieu-b-4857	AMR	120.448
HG01485	HG01485	ieu-b-4857	AMR	80.6819
HG01486	HG01486	ieu-b-4857	AMR	58.7656
HG01488	HG01488	ieu-b-4857	AMR	206.796
HG01489	HG01489	ieu-b-4857	AMR	25.1388
HG01491	HG01491	ieu-b-4857	AMR	47.3983
HG01492	HG01492	ieu-b-4857	AMR	38.4402
HG01494	HG01494	ieu-b-4857	AMR	102.198
HG01495	HG01495	ieu-b-4857	AMR	-11.4685
HG01497	HG01497	ieu-b-4857	AMR	-36.5354
HG01498	HG01498	ieu-b-4857	AMR	101.593
HG01550	HG01550	ieu-b-4857	AMR	15.0381
HG01551	HG01551	ieu-b-4857	AMR	45.4353
HG01556	HG01556	ieu-b-4857	AMR	-12.7013
HG01565	HG01565	ieu-b-4857	AMR	84.9837
HG01566	HG01566	ieu-b-4857	AMR	54.9639
HG01571	HG01571	ieu-b-4857	AMR	-23.056
HG01572	HG01572	ieu-b-4857	AMR	103.372
HG01577	HG01577	ieu-b-4857	AMR	68.403
HG01578	HG01578	ieu-b-4857	AMR	10.9409
HG01892	HG01892	ieu-b-4857	AMR	35.8311
HG01893	HG01893	ieu-b-4857	AMR	124.871
HG01917	HG01917	ieu-b-4857	AMR	90.924
HG01918	HG01918	ieu-b-4857	AMR	88.3665
HG01920	HG01920	ieu-b-4857	AMR	85.7421
HG01921	HG01921	ieu-b-4857	AMR	-55.0261
HG01923	HG01923	ieu-b-4857	AMR	-0.310162
HG01924	HG01924	ieu-b-4857	AMR	71.8797
HG01926	HG01926	ieu-b-4857	AMR	17.9388
HG01927	HG01927	ieu-b-4857	AMR	100.023
HG01932	HG01932	ieu-b-4857	AMR	63.7141
HG01933	HG01933	ieu-b-4857	AMR	27.3939
HG01935	HG01935	ieu-b-4857	AMR	51.7149
HG01936	HG01936	ieu-b-4857	AMR	104.563
HG01938	HG01938	ieu-b-4857	AMR	31.6975
HG01939	HG01939	ieu-b-4857	AMR	-19.1043
HG01941	HG01941	ieu-b-4857	AMR	-13.2021
HG01942	HG01942	ieu-b-4857	AMR	27.6969
HG01944	HG01944	ieu-b-4857	AMR	47.3979
HG01945	HG01945	ieu-b-4857	AMR	74.3571
HG01947	HG01947	ieu-b-4857	AMR	14.6988
HG01948	HG01948	ieu-b-4857	AMR	66.8606
HG01950	HG01950	ieu-b-4857	AMR	84.7105
HG01951	HG01951	ieu-b-4857	AMR	9.21801
HG01953	HG01953	ieu-b-4857	AMR	76.7709
HG01954	HG01954	ieu-b-4857	AMR	86.99
HG01961	HG01961	ieu-b-4857	AMR	80.9297
HG01965	HG01965	ieu-b-4857	AMR	82.1282
HG01967	HG01967	ieu-b-4857	AMR	-5.76023
HG01968	HG01968	ieu-b-4857	AMR	17.5616
HG01970	HG01970	ieu-b-4857	AMR	35.8824
HG01971	HG01971	ieu-b-4857	AMR	10.3538
HG01973	HG01973	ieu-b-4857	AMR	57.0819
HG01974	HG01974	ieu-b-4857	AMR	117.811
HG01976	HG01976	ieu-b-4857	AMR	168.681
HG01977	HG01977	ieu-b-4857	AMR	46.2983
HG01979	HG01979	ieu-b-4857	AMR	114.15
HG01980	HG01980	ieu-b-4857	AMR	68.1686
HG01982	HG01982	ieu-b-4857	AMR	-13.8082
HG01991	HG01991	ieu-b-4857	AMR	54.6801
HG01992	HG01992	ieu-b-4857	AMR	125.653
HG01997	HG01997	ieu-b-4857	AMR	55.4107
HG02002	HG02002	ieu-b-4857	AMR	15.2417
HG02003	HG02003	ieu-b-4857	AMR	17.6224
HG02006	HG02006	ieu-b-4857	AMR	49.6954
HG02008	HG02008	ieu-b-4857	AMR	123.596
HG02089	HG02089	ieu-b-4857	AMR	29.8409
HG02090	HG02090	ieu-b-4857	AMR	-29.9104
HG02102	HG02102	ieu-b-4857	AMR	27.108
HG02104	HG02104	ieu-b-4857	AMR	38.6656
HG02105	HG02105	ieu-b-4857	AMR	-26.0675
HG02146	HG02146	ieu-b-4857	AMR	44.111
HG02147	HG02147	ieu-b-4857	AMR	126.644
HG02150	HG02150	ieu-b-4857	AMR	59.1201
HG02252	HG02252	ieu-b-4857	AMR	48.325
HG02253	HG02253	ieu-b-4857	AMR	20.6994
HG02259	HG02259	ieu-b-4857	AMR	106.139
HG02260	HG02260	ieu-b-4857	AMR	8.96184
HG02262	HG02262	ieu-b-4857	AMR	141.038
HG02265	HG02265	ieu-b-4857	AMR	46.1073
HG02266	HG02266	ieu-b-4857	AMR	-0.36028
HG02271	HG02271	ieu-b-4857	AMR	130.813
HG02272	HG02272	ieu-b-4857	AMR	86.5745
HG02274	HG02274	ieu-b-4857	AMR	50.4257
HG02275	HG02275	ieu-b-4857	AMR	28.1462
HG02277	HG02277	ieu-b-4857	AMR	100.963
HG02278	HG02278	ieu-b-4857	AMR	27.1859
HG02285	HG02285	ieu-b-4857	AMR	-3.41237
HG02286	HG02286	ieu-b-4857	AMR	202.419
HG02291	HG02291	ieu-b-4857	AMR	107.665
HG02292	HG02292	ieu-b-4857	AMR	59.283
HG02298	HG02298	ieu-b-4857	AMR	35.7707
HG02299	HG02299	ieu-b-4857	AMR	57.3436
HG02301	HG02301	ieu-b-4857	AMR	-2.29912
HG02304	HG02304	ieu-b-4857	AMR	-48.6016
HG02312	HG02312	ieu-b-4857	AMR	33.4589
HG02345	HG02345	ieu-b-4857	AMR	103.673
HG02348	HG02348	ieu-b-4857	AMR	118.377
HG02425	HG02425	ieu-b-4857	AMR	91.5476
NA19648	NA19648	ieu-b-4857	AMR	33.1853
NA19649	NA19649	ieu-b-4857	AMR	107.312
NA19651	NA19651	ieu-b-4857	AMR	171.365
NA19652	NA19652	ieu-b-4857	AMR	-14.0856
NA19654	NA19654	ieu-b-4857	AMR	112.133
NA19655	NA19655	ieu-b-4857	AMR	26.9008
NA19657	NA19657	ieu-b-4857	AMR	48.6668
NA19658	NA19658	ieu-b-4857	AMR	33.1957
NA19661	NA19661	ieu-b-4857	AMR	25.1287
NA19663	NA19663	ieu-b-4857	AMR	136.127
NA19664	NA19664	ieu-b-4857	AMR	78.6593
NA19669	NA19669	ieu-b-4857	AMR	163.922
NA19670	NA19670	ieu-b-4857	AMR	122.514
NA19676	NA19676	ieu-b-4857	AMR	140.186
NA19678	NA19678	ieu-b-4857	AMR	118.63
NA19679	NA19679	ieu-b-4857	AMR	28.1979
NA19681	NA19681	ieu-b-4857	AMR	94.465
NA19682	NA19682	ieu-b-4857	AMR	43.4989
NA19684	NA19684	ieu-b-4857	AMR	132.016
NA19716	NA19716	ieu-b-4857	AMR	162.869
NA19717	NA19717	ieu-b-4857	AMR	203.015
NA19719	NA19719	ieu-b-4857	AMR	77.2963
NA19720	NA19720	ieu-b-4857	AMR	42.8398
NA19722	NA19722	ieu-b-4857	AMR	33.3233
NA19723	NA19723	ieu-b-4857	AMR	26.4619
NA19725	NA19725	ieu-b-4857	AMR	-61.2207
NA19726	NA19726	ieu-b-4857	AMR	32.109
NA19728	NA19728	ieu-b-4857	AMR	83.4195
NA19729	NA19729	ieu-b-4857	AMR	36.612
NA19731	NA19731	ieu-b-4857	AMR	70.5271
NA19732	NA19732	ieu-b-4857	AMR	97.5047
NA19734	NA19734	ieu-b-4857	AMR	120.66
NA19735	NA19735	ieu-b-4857	AMR	155.369
NA19740	NA19740	ieu-b-4857	AMR	183.946
NA19741	NA19741	ieu-b-4857	AMR	115.19
NA19746	NA19746	ieu-b-4857	AMR	42.2363
NA19747	NA19747	ieu-b-4857	AMR	168.885
NA19749	NA19749	ieu-b-4857	AMR	108.047
NA19750	NA19750	ieu-b-4857	AMR	158.111
NA19752	NA19752	ieu-b-4857	AMR	67.7369
NA19755	NA19755	ieu-b-4857	AMR	103.48
NA19756	NA19756	ieu-b-4857	AMR	137.434
NA19758	NA19758	ieu-b-4857	AMR	-12.3536
NA19759	NA19759	ieu-b-4857	AMR	123.664
NA19761	NA19761	ieu-b-4857	AMR	129.489
NA19762	NA19762	ieu-b-4857	AMR	138.701
NA19764	NA19764	ieu-b-4857	AMR	-14.4965
NA19770	NA19770	ieu-b-4857	AMR	42.8121
NA19771	NA19771	ieu-b-4857	AMR	61.9242
NA19773	NA19773	ieu-b-4857	AMR	181.232
NA19774	NA19774	ieu-b-4857	AMR	118.904
NA19776	NA19776	ieu-b-4857	AMR	66.4406
NA19777	NA19777	ieu-b-4857	AMR	105.607
NA19779	NA19779	ieu-b-4857	AMR	84.5496
NA19780	NA19780	ieu-b-4857	AMR	38.7737
NA19782	NA19782	ieu-b-4857	AMR	168.709
NA19783	NA19783	ieu-b-4857	AMR	-20.5793
NA19785	NA19785	ieu-b-4857	AMR	-14.3457
NA19786	NA19786	ieu-b-4857	AMR	24.1871
NA19788	NA19788	ieu-b-4857	AMR	-52.2619
NA19789	NA19789	ieu-b-4857	AMR	37.6694
NA19792	NA19792	ieu-b-4857	AMR	128.28
NA19794	NA19794	ieu-b-4857	AMR	152.748
NA19795	NA19795	ieu-b-4857	AMR	75.5863
HG00403	HG00403	ieu-b-4857	EAS	77.1684
HG00404	HG00404	ieu-b-4857	EAS	49.9833
HG00406	HG00406	ieu-b-4857	EAS	70.0711
HG00407	HG00407	ieu-b-4857	EAS	-4.15449
HG00409	HG00409	ieu-b-4857	EAS	118.679
HG00410	HG00410	ieu-b-4857	EAS	-18.5637
HG00419	HG00419	ieu-b-4857	EAS	70.8349
HG00421	HG00421	ieu-b-4857	EAS	43.0794
HG00422	HG00422	ieu-b-4857	EAS	85.4435
HG00428	HG00428	ieu-b-4857	EAS	91.6844
HG00436	HG00436	ieu-b-4857	EAS	75.4462
HG00437	HG00437	ieu-b-4857	EAS	34.917
HG00442	HG00442	ieu-b-4857	EAS	116.344
HG00443	HG00443	ieu-b-4857	EAS	-6.48621
HG00445	HG00445	ieu-b-4857	EAS	-45.8316
HG00446	HG00446	ieu-b-4857	EAS	11.08
HG00448	HG00448	ieu-b-4857	EAS	38.5691
HG00449	HG00449	ieu-b-4857	EAS	14.3863
HG00451	HG00451	ieu-b-4857	EAS	92.3628
HG00452	HG00452	ieu-b-4857	EAS	30.7877
HG00457	HG00457	ieu-b-4857	EAS	43.3289
HG00458	HG00458	ieu-b-4857	EAS	117.642
HG00463	HG00463	ieu-b-4857	EAS	20.0861
HG00464	HG00464	ieu-b-4857	EAS	71.4895
HG00472	HG00472	ieu-b-4857	EAS	19.8231
HG00473	HG00473	ieu-b-4857	EAS	3.16845
HG00475	HG00475	ieu-b-4857	EAS	51.8555
HG00476	HG00476	ieu-b-4857	EAS	104.603
HG00478	HG00478	ieu-b-4857	EAS	15.861
HG00479	HG00479	ieu-b-4857	EAS	16.0744
HG00500	HG00500	ieu-b-4857	EAS	70.5042
HG00513	HG00513	ieu-b-4857	EAS	-20.1467
HG00524	HG00524	ieu-b-4857	EAS	-4.65117
HG00525	HG00525	ieu-b-4857	EAS	57.6695
HG00530	HG00530	ieu-b-4857	EAS	-18.1096
HG00531	HG00531	ieu-b-4857	EAS	28.9895
HG00533	HG00533	ieu-b-4857	EAS	-4.14034
HG00534	HG00534	ieu-b-4857	EAS	7.72901
HG00536	HG00536	ieu-b-4857	EAS	74.7115
HG00537	HG00537	ieu-b-4857	EAS	34.9247
HG00542	HG00542	ieu-b-4857	EAS	2.80199
HG00543	HG00543	ieu-b-4857	EAS	35.1366
HG00556	HG00556	ieu-b-4857	EAS	51.4847
HG00557	HG00557	ieu-b-4857	EAS	-10.7806
HG00559	HG00559	ieu-b-4857	EAS	51.7641
HG00560	HG00560	ieu-b-4857	EAS	132.313
HG00565	HG00565	ieu-b-4857	EAS	-86.507
HG00566	HG00566	ieu-b-4857	EAS	33.3998
HG00580	HG00580	ieu-b-4857	EAS	-18.7925
HG00581	HG00581	ieu-b-4857	EAS	-14.2391
HG00583	HG00583	ieu-b-4857	EAS	-18.1758
HG00584	HG00584	ieu-b-4857	EAS	-13.6061
HG00589	HG00589	ieu-b-4857	EAS	96.5525
HG00590	HG00590	ieu-b-4857	EAS	61.8227
HG00592	HG00592	ieu-b-4857	EAS	-30.9757
HG00593	HG00593	ieu-b-4857	EAS	28.6126
HG00595	HG00595	ieu-b-4857	EAS	34.4448
HG00596	HG00596	ieu-b-4857	EAS	33.9126
HG00598	HG00598	ieu-b-4857	EAS	27.3481
HG00599	HG00599	ieu-b-4857	EAS	156.743
HG00607	HG00607	ieu-b-4857	EAS	24.3657
HG00608	HG00608	ieu-b-4857	EAS	64.5111
HG00610	HG00610	ieu-b-4857	EAS	145.98
HG00611	HG00611	ieu-b-4857	EAS	68.6083
HG00613	HG00613	ieu-b-4857	EAS	18.8905
HG00614	HG00614	ieu-b-4857	EAS	0.0851816
HG00619	HG00619	ieu-b-4857	EAS	55.2289
HG00620	HG00620	ieu-b-4857	EAS	-29.2434
HG00622	HG00622	ieu-b-4857	EAS	-12.2926
HG00623	HG00623	ieu-b-4857	EAS	126.894
HG00625	HG00625	ieu-b-4857	EAS	28.6125
HG00626	HG00626	ieu-b-4857	EAS	-61.428
HG00628	HG00628	ieu-b-4857	EAS	45.4205
HG00629	HG00629	ieu-b-4857	EAS	139.554
HG00631	HG00631	ieu-b-4857	EAS	-36.1666
HG00632	HG00632	ieu-b-4857	EAS	9.46241
HG00634	HG00634	ieu-b-4857	EAS	-67.8994
HG00650	HG00650	ieu-b-4857	EAS	105.411
HG00651	HG00651	ieu-b-4857	EAS	117.498
HG00653	HG00653	ieu-b-4857	EAS	69.2986
HG00654	HG00654	ieu-b-4857	EAS	-16.9412
HG00656	HG00656	ieu-b-4857	EAS	-14.3277
HG00657	HG00657	ieu-b-4857	EAS	117.359
HG00662	HG00662	ieu-b-4857	EAS	11.6448
HG00663	HG00663	ieu-b-4857	EAS	63.0472
HG00671	HG00671	ieu-b-4857	EAS	-8.39961
HG00672	HG00672	ieu-b-4857	EAS	-0.58418
HG00674	HG00674	ieu-b-4857	EAS	-8.14717
HG00675	HG00675	ieu-b-4857	EAS	112.707
HG00683	HG00683	ieu-b-4857	EAS	70.3618
HG00684	HG00684	ieu-b-4857	EAS	-5.31983
HG00689	HG00689	ieu-b-4857	EAS	67.6432
HG00690	HG00690	ieu-b-4857	EAS	-0.0260947
HG00692	HG00692	ieu-b-4857	EAS	40.6735
HG00693	HG00693	ieu-b-4857	EAS	41.1595
HG00698	HG00698	ieu-b-4857	EAS	-15.0732
HG00699	HG00699	ieu-b-4857	EAS	-78.4363
HG00701	HG00701	ieu-b-4857	EAS	42.8475
HG00704	HG00704	ieu-b-4857	EAS	30.51
HG00705	HG00705	ieu-b-4857	EAS	-72.0474
HG00707	HG00707	ieu-b-4857	EAS	56.2085
HG00708	HG00708	ieu-b-4857	EAS	30.7053
