FID	IID	Trait	Pop	PGS
HG00717	HG00717	ieu-b-4857	EAS	39.3529
HG00728	HG00728	ieu-b-4857	EAS	0.281257
HG00729	HG00729	ieu-b-4857	EAS	54.4957
HG00759	HG00759	ieu-b-4857	EAS	120.89
HG00766	HG00766	ieu-b-4857	EAS	150.186
HG00844	HG00844	ieu-b-4857	EAS	49.0324
HG00851	HG00851	ieu-b-4857	EAS	66.4068
HG00864	HG00864	ieu-b-4857	EAS	74.3295
HG00867	HG00867	ieu-b-4857	EAS	77.4148
HG00879	HG00879	ieu-b-4857	EAS	87.1105
HG00881	HG00881	ieu-b-4857	EAS	-37.8154
HG00956	HG00956	ieu-b-4857	EAS	23.9752
HG00978	HG00978	ieu-b-4857	EAS	63.4474
HG00982	HG00982	ieu-b-4857	EAS	52.0123
HG01028	HG01028	ieu-b-4857	EAS	75.8063
HG01029	HG01029	ieu-b-4857	EAS	111.583
HG01031	HG01031	ieu-b-4857	EAS	-10.8569
HG01046	HG01046	ieu-b-4857	EAS	61.0175
HG01595	HG01595	ieu-b-4857	EAS	55.8494
HG01596	HG01596	ieu-b-4857	EAS	108.484
HG01597	HG01597	ieu-b-4857	EAS	74.577
HG01598	HG01598	ieu-b-4857	EAS	58.9195
HG01599	HG01599	ieu-b-4857	EAS	126.817
HG01600	HG01600	ieu-b-4857	EAS	65.5518
HG01794	HG01794	ieu-b-4857	EAS	-3.72426
HG01795	HG01795	ieu-b-4857	EAS	12.9048
HG01796	HG01796	ieu-b-4857	EAS	73.0252
HG01797	HG01797	ieu-b-4857	EAS	95.2893
HG01798	HG01798	ieu-b-4857	EAS	12.8509
HG01799	HG01799	ieu-b-4857	EAS	23.6333
HG01800	HG01800	ieu-b-4857	EAS	51.4525
HG01801	HG01801	ieu-b-4857	EAS	72.3942
HG01802	HG01802	ieu-b-4857	EAS	122.37
HG01804	HG01804	ieu-b-4857	EAS	65.1757
HG01805	HG01805	ieu-b-4857	EAS	50.5478
HG01806	HG01806	ieu-b-4857	EAS	71.5155
HG01807	HG01807	ieu-b-4857	EAS	96.9381
HG01808	HG01808	ieu-b-4857	EAS	31.2971
HG01809	HG01809	ieu-b-4857	EAS	103.626
HG01810	HG01810	ieu-b-4857	EAS	21.3034
HG01811	HG01811	ieu-b-4857	EAS	88.0174
HG01812	HG01812	ieu-b-4857	EAS	95.87
HG01813	HG01813	ieu-b-4857	EAS	-47.9984
HG01815	HG01815	ieu-b-4857	EAS	-29.8862
HG01816	HG01816	ieu-b-4857	EAS	21.3057
HG01817	HG01817	ieu-b-4857	EAS	65.7048
HG01840	HG01840	ieu-b-4857	EAS	19.8337
HG01841	HG01841	ieu-b-4857	EAS	-5.71399
HG01842	HG01842	ieu-b-4857	EAS	30.2206
HG01843	HG01843	ieu-b-4857	EAS	115.148
HG01844	HG01844	ieu-b-4857	EAS	64.5664
HG01845	HG01845	ieu-b-4857	EAS	89.2804
HG01846	HG01846	ieu-b-4857	EAS	7.01439
HG01847	HG01847	ieu-b-4857	EAS	44.411
HG01848	HG01848	ieu-b-4857	EAS	43.3641
HG01849	HG01849	ieu-b-4857	EAS	-23.178
HG01850	HG01850	ieu-b-4857	EAS	-54.0384
HG01851	HG01851	ieu-b-4857	EAS	74.7476
HG01852	HG01852	ieu-b-4857	EAS	95.7256
HG01853	HG01853	ieu-b-4857	EAS	43.5829
HG01855	HG01855	ieu-b-4857	EAS	8.86025
HG01857	HG01857	ieu-b-4857	EAS	37.3924
HG01858	HG01858	ieu-b-4857	EAS	131.145
HG01859	HG01859	ieu-b-4857	EAS	85.4767
HG01860	HG01860	ieu-b-4857	EAS	52.6912
HG01861	HG01861	ieu-b-4857	EAS	72.3467
HG01862	HG01862	ieu-b-4857	EAS	-29.3735
HG01863	HG01863	ieu-b-4857	EAS	-25.7628
HG01864	HG01864	ieu-b-4857	EAS	42.3942
HG01865	HG01865	ieu-b-4857	EAS	63.7385
HG01866	HG01866	ieu-b-4857	EAS	-19.331
HG01867	HG01867	ieu-b-4857	EAS	-25.4225
HG01868	HG01868	ieu-b-4857	EAS	106.869
HG01869	HG01869	ieu-b-4857	EAS	-38.7724
HG01870	HG01870	ieu-b-4857	EAS	28.2869
HG01871	HG01871	ieu-b-4857	EAS	67.342
HG01872	HG01872	ieu-b-4857	EAS	42.0748
HG01873	HG01873	ieu-b-4857	EAS	-46.4199
HG01874	HG01874	ieu-b-4857	EAS	77.6472
HG01878	HG01878	ieu-b-4857	EAS	-110.132
HG02016	HG02016	ieu-b-4857	EAS	20.9346
HG02017	HG02017	ieu-b-4857	EAS	6.08571
HG02019	HG02019	ieu-b-4857	EAS	5.12977
HG02020	HG02020	ieu-b-4857	EAS	77.563
HG02023	HG02023	ieu-b-4857	EAS	65.1532
HG02025	HG02025	ieu-b-4857	EAS	53.9904
HG02026	HG02026	ieu-b-4857	EAS	37.2051
HG02028	HG02028	ieu-b-4857	EAS	110.708
HG02029	HG02029	ieu-b-4857	EAS	-68.4006
HG02031	HG02031	ieu-b-4857	EAS	42.7922
HG02032	HG02032	ieu-b-4857	EAS	51.9968
HG02035	HG02035	ieu-b-4857	EAS	22.5672
HG02040	HG02040	ieu-b-4857	EAS	54.6528
HG02047	HG02047	ieu-b-4857	EAS	118.42
HG02048	HG02048	ieu-b-4857	EAS	47.5367
HG02049	HG02049	ieu-b-4857	EAS	-33.7703
HG02050	HG02050	ieu-b-4857	EAS	30.1433
HG02057	HG02057	ieu-b-4857	EAS	-16.3541
HG02058	HG02058	ieu-b-4857	EAS	88.7894
HG02060	HG02060	ieu-b-4857	EAS	87.6838
HG02061	HG02061	ieu-b-4857	EAS	32.8076
HG02064	HG02064	ieu-b-4857	EAS	79.5673
HG02067	HG02067	ieu-b-4857	EAS	112.715
HG02069	HG02069	ieu-b-4857	EAS	-21.6501
HG02070	HG02070	ieu-b-4857	EAS	107.944
HG02072	HG02072	ieu-b-4857	EAS	-1.82224
HG02073	HG02073	ieu-b-4857	EAS	100.037
HG02075	HG02075	ieu-b-4857	EAS	70.2996
HG02076	HG02076	ieu-b-4857	EAS	89.2132
HG02078	HG02078	ieu-b-4857	EAS	46.5104
HG02079	HG02079	ieu-b-4857	EAS	70.1835
HG02081	HG02081	ieu-b-4857	EAS	89.2993
HG02082	HG02082	ieu-b-4857	EAS	101.689
HG02084	HG02084	ieu-b-4857	EAS	94.4345
HG02085	HG02085	ieu-b-4857	EAS	46.8591
HG02086	HG02086	ieu-b-4857	EAS	0.0208017
HG02087	HG02087	ieu-b-4857	EAS	-17.9691
HG02088	HG02088	ieu-b-4857	EAS	25.1255
HG02113	HG02113	ieu-b-4857	EAS	17.7221
HG02116	HG02116	ieu-b-4857	EAS	131.04
HG02121	HG02121	ieu-b-4857	EAS	16.4046
HG02122	HG02122	ieu-b-4857	EAS	-22.4302
HG02127	HG02127	ieu-b-4857	EAS	-96.3849
HG02128	HG02128	ieu-b-4857	EAS	-17.7672
HG02130	HG02130	ieu-b-4857	EAS	122.24
HG02131	HG02131	ieu-b-4857	EAS	38.5299
HG02133	HG02133	ieu-b-4857	EAS	3.21025
HG02134	HG02134	ieu-b-4857	EAS	37.7311
HG02136	HG02136	ieu-b-4857	EAS	-4.48336
HG02137	HG02137	ieu-b-4857	EAS	57.4834
HG02138	HG02138	ieu-b-4857	EAS	62.9024
HG02139	HG02139	ieu-b-4857	EAS	110.051
HG02140	HG02140	ieu-b-4857	EAS	-107.427
HG02141	HG02141	ieu-b-4857	EAS	-109.732
HG02142	HG02142	ieu-b-4857	EAS	46.9348
HG02151	HG02151	ieu-b-4857	EAS	63.5776
HG02152	HG02152	ieu-b-4857	EAS	98.1141
HG02153	HG02153	ieu-b-4857	EAS	-6.03676
HG02154	HG02154	ieu-b-4857	EAS	23.4916
HG02155	HG02155	ieu-b-4857	EAS	30.4314
HG02156	HG02156	ieu-b-4857	EAS	-10.3491
HG02164	HG02164	ieu-b-4857	EAS	40.5779
HG02165	HG02165	ieu-b-4857	EAS	40.9426
HG02166	HG02166	ieu-b-4857	EAS	96.3231
HG02178	HG02178	ieu-b-4857	EAS	62.7107
HG02179	HG02179	ieu-b-4857	EAS	-64.29
HG02180	HG02180	ieu-b-4857	EAS	45.6673
HG02181	HG02181	ieu-b-4857	EAS	130.845
HG02182	HG02182	ieu-b-4857	EAS	102.631
HG02184	HG02184	ieu-b-4857	EAS	98.8926
HG02185	HG02185	ieu-b-4857	EAS	1.62761
HG02186	HG02186	ieu-b-4857	EAS	40.7048
HG02187	HG02187	ieu-b-4857	EAS	80.2461
HG02188	HG02188	ieu-b-4857	EAS	154.013
HG02190	HG02190	ieu-b-4857	EAS	42.414
HG02250	HG02250	ieu-b-4857	EAS	14.4319
HG02351	HG02351	ieu-b-4857	EAS	121.367
HG02353	HG02353	ieu-b-4857	EAS	93.1248
HG02355	HG02355	ieu-b-4857	EAS	-39.3177
HG02356	HG02356	ieu-b-4857	EAS	104.147
HG02360	HG02360	ieu-b-4857	EAS	44.2742
HG02364	HG02364	ieu-b-4857	EAS	116.968
HG02367	HG02367	ieu-b-4857	EAS	90.6857
HG02371	HG02371	ieu-b-4857	EAS	41.6678
HG02373	HG02373	ieu-b-4857	EAS	63.153
HG02374	HG02374	ieu-b-4857	EAS	-73.9101
HG02375	HG02375	ieu-b-4857	EAS	26.1362
HG02379	HG02379	ieu-b-4857	EAS	41.8261
HG02380	HG02380	ieu-b-4857	EAS	41.0262
HG02382	HG02382	ieu-b-4857	EAS	144.947
HG02383	HG02383	ieu-b-4857	EAS	-10.4004
HG02384	HG02384	ieu-b-4857	EAS	1.36023
HG02385	HG02385	ieu-b-4857	EAS	12.0833
HG02386	HG02386	ieu-b-4857	EAS	34.0992
HG02389	HG02389	ieu-b-4857	EAS	12.4859
HG02390	HG02390	ieu-b-4857	EAS	89.4645
HG02391	HG02391	ieu-b-4857	EAS	66.6617
HG02392	HG02392	ieu-b-4857	EAS	-68.7477
HG02394	HG02394	ieu-b-4857	EAS	44.3641
HG02395	HG02395	ieu-b-4857	EAS	43.8578
HG02396	HG02396	ieu-b-4857	EAS	-86.5525
HG02397	HG02397	ieu-b-4857	EAS	24.7755
HG02398	HG02398	ieu-b-4857	EAS	60.2556
HG02399	HG02399	ieu-b-4857	EAS	86.0611
HG02401	HG02401	ieu-b-4857	EAS	63.073
HG02402	HG02402	ieu-b-4857	EAS	-61.8727
HG02406	HG02406	ieu-b-4857	EAS	8.38066
HG02407	HG02407	ieu-b-4857	EAS	-5.6164
HG02408	HG02408	ieu-b-4857	EAS	26.2108
HG02409	HG02409	ieu-b-4857	EAS	89.191
HG02410	HG02410	ieu-b-4857	EAS	15.8285
HG02512	HG02512	ieu-b-4857	EAS	74.4053
HG02513	HG02513	ieu-b-4857	EAS	-56.3173
HG02521	HG02521	ieu-b-4857	EAS	90.2073
HG02522	HG02522	ieu-b-4857	EAS	-34.136
NA18525	NA18525	ieu-b-4857	EAS	101.387
NA18526	NA18526	ieu-b-4857	EAS	-36.9913
NA18528	NA18528	ieu-b-4857	EAS	7.88136
NA18530	NA18530	ieu-b-4857	EAS	-68.764
NA18531	NA18531	ieu-b-4857	EAS	-53.3294
NA18532	NA18532	ieu-b-4857	EAS	-99.4396
NA18533	NA18533	ieu-b-4857	EAS	24.652
NA18534	NA18534	ieu-b-4857	EAS	18.5949
NA18535	NA18535	ieu-b-4857	EAS	-58.8264
NA18536	NA18536	ieu-b-4857	EAS	33.7677
NA18537	NA18537	ieu-b-4857	EAS	-1.25173
NA18538	NA18538	ieu-b-4857	EAS	45.2442
NA18539	NA18539	ieu-b-4857	EAS	37.924
NA18541	NA18541	ieu-b-4857	EAS	126.232
NA18542	NA18542	ieu-b-4857	EAS	-16.9885
NA18543	NA18543	ieu-b-4857	EAS	-7.29486
NA18544	NA18544	ieu-b-4857	EAS	65.5196
NA18545	NA18545	ieu-b-4857	EAS	-100.213
NA18546	NA18546	ieu-b-4857	EAS	-4.83668
NA18547	NA18547	ieu-b-4857	EAS	16.1789
NA18548	NA18548	ieu-b-4857	EAS	-28.6415
NA18549	NA18549	ieu-b-4857	EAS	-12.1964
NA18550	NA18550	ieu-b-4857	EAS	75.4162
NA18552	NA18552	ieu-b-4857	EAS	33.3392
NA18553	NA18553	ieu-b-4857	EAS	-9.77137
NA18555	NA18555	ieu-b-4857	EAS	51.1749
NA18557	NA18557	ieu-b-4857	EAS	-23.1093
NA18558	NA18558	ieu-b-4857	EAS	-10.2087
NA18559	NA18559	ieu-b-4857	EAS	51.7277
NA18560	NA18560	ieu-b-4857	EAS	92.237
NA18561	NA18561	ieu-b-4857	EAS	-90.4523
NA18562	NA18562	ieu-b-4857	EAS	21.4041
NA18563	NA18563	ieu-b-4857	EAS	46.0535
NA18564	NA18564	ieu-b-4857	EAS	67.8231
NA18565	NA18565	ieu-b-4857	EAS	15.3914
NA18566	NA18566	ieu-b-4857	EAS	26.1444
NA18567	NA18567	ieu-b-4857	EAS	73.5589
NA18570	NA18570	ieu-b-4857	EAS	-11.245
NA18571	NA18571	ieu-b-4857	EAS	55.4009
NA18572	NA18572	ieu-b-4857	EAS	10.917
NA18573	NA18573	ieu-b-4857	EAS	11.9557
NA18574	NA18574	ieu-b-4857	EAS	39.4844
NA18577	NA18577	ieu-b-4857	EAS	-18.9248
NA18579	NA18579	ieu-b-4857	EAS	65.9186
NA18582	NA18582	ieu-b-4857	EAS	-48.6654
NA18591	NA18591	ieu-b-4857	EAS	112.257
NA18592	NA18592	ieu-b-4857	EAS	104.982
NA18593	NA18593	ieu-b-4857	EAS	54.5238
NA18595	NA18595	ieu-b-4857	EAS	29.473
NA18596	NA18596	ieu-b-4857	EAS	74.0531
NA18597	NA18597	ieu-b-4857	EAS	-86.568
NA18599	NA18599	ieu-b-4857	EAS	76.9036
NA18602	NA18602	ieu-b-4857	EAS	22.3271
NA18603	NA18603	ieu-b-4857	EAS	33.8571
NA18605	NA18605	ieu-b-4857	EAS	77.1101
NA18606	NA18606	ieu-b-4857	EAS	-33.8373
NA18608	NA18608	ieu-b-4857	EAS	136.904
NA18609	NA18609	ieu-b-4857	EAS	43.8831
NA18610	NA18610	ieu-b-4857	EAS	50.3777
NA18611	NA18611	ieu-b-4857	EAS	-18.158
NA18612	NA18612	ieu-b-4857	EAS	-17.3234
NA18613	NA18613	ieu-b-4857	EAS	-22.7417
NA18614	NA18614	ieu-b-4857	EAS	-13.0992
NA18615	NA18615	ieu-b-4857	EAS	18.6827
NA18616	NA18616	ieu-b-4857	EAS	115.844
NA18617	NA18617	ieu-b-4857	EAS	-7.3959
NA18618	NA18618	ieu-b-4857	EAS	21.5927
NA18619	NA18619	ieu-b-4857	EAS	20.8263
NA18620	NA18620	ieu-b-4857	EAS	70.0643
NA18621	NA18621	ieu-b-4857	EAS	45.3269
NA18622	NA18622	ieu-b-4857	EAS	-9.45651
NA18623	NA18623	ieu-b-4857	EAS	56.579
NA18624	NA18624	ieu-b-4857	EAS	-21.72
NA18625	NA18625	ieu-b-4857	EAS	7.696
NA18626	NA18626	ieu-b-4857	EAS	64.2355
NA18627	NA18627	ieu-b-4857	EAS	14.6429
NA18628	NA18628	ieu-b-4857	EAS	81.9369
NA18629	NA18629	ieu-b-4857	EAS	21.8789
NA18630	NA18630	ieu-b-4857	EAS	31.0766
NA18631	NA18631	ieu-b-4857	EAS	60.1221
NA18632	NA18632	ieu-b-4857	EAS	-34.3954
NA18633	NA18633	ieu-b-4857	EAS	60.944
NA18634	NA18634	ieu-b-4857	EAS	-61.7783
NA18635	NA18635	ieu-b-4857	EAS	102.59
NA18636	NA18636	ieu-b-4857	EAS	38.7472
NA18637	NA18637	ieu-b-4857	EAS	-22.5818
NA18638	NA18638	ieu-b-4857	EAS	33.667
NA18639	NA18639	ieu-b-4857	EAS	48.6289
NA18640	NA18640	ieu-b-4857	EAS	89.0574
NA18641	NA18641	ieu-b-4857	EAS	105.083
NA18642	NA18642	ieu-b-4857	EAS	50.2162
NA18643	NA18643	ieu-b-4857	EAS	60.8152
NA18644	NA18644	ieu-b-4857	EAS	-10.7984
NA18645	NA18645	ieu-b-4857	EAS	4.63542
NA18646	NA18646	ieu-b-4857	EAS	-8.14034
NA18647	NA18647	ieu-b-4857	EAS	-4.66741
NA18648	NA18648	ieu-b-4857	EAS	36.3685
NA18740	NA18740	ieu-b-4857	EAS	-6.55151
NA18745	NA18745	ieu-b-4857	EAS	71.9861
NA18747	NA18747	ieu-b-4857	EAS	-15.6914
NA18748	NA18748	ieu-b-4857	EAS	98.5706
NA18749	NA18749	ieu-b-4857	EAS	-11.8491
NA18757	NA18757	ieu-b-4857	EAS	63.7835
NA18939	NA18939	ieu-b-4857	EAS	4.95374
NA18940	NA18940	ieu-b-4857	EAS	99.8826
NA18941	NA18941	ieu-b-4857	EAS	-23.6775
NA18942	NA18942	ieu-b-4857	EAS	172.729
NA18943	NA18943	ieu-b-4857	EAS	122.328
NA18944	NA18944	ieu-b-4857	EAS	62.0123
NA18945	NA18945	ieu-b-4857	EAS	21.0274
NA18946	NA18946	ieu-b-4857	EAS	14.2382
NA18947	NA18947	ieu-b-4857	EAS	81.6793
NA18948	NA18948	ieu-b-4857	EAS	0.197172
NA18949	NA18949	ieu-b-4857	EAS	-62.9158
NA18950	NA18950	ieu-b-4857	EAS	45.2404
NA18951	NA18951	ieu-b-4857	EAS	3.2097
NA18952	NA18952	ieu-b-4857	EAS	-95.6004
NA18953	NA18953	ieu-b-4857	EAS	54.3884
NA18954	NA18954	ieu-b-4857	EAS	10.8732
NA18956	NA18956	ieu-b-4857	EAS	-14.7616
NA18957	NA18957	ieu-b-4857	EAS	62.0804
NA18959	NA18959	ieu-b-4857	EAS	14.5335
NA18960	NA18960	ieu-b-4857	EAS	-26.6972
NA18961	NA18961	ieu-b-4857	EAS	-2.30059
NA18962	NA18962	ieu-b-4857	EAS	99.1017
NA18963	NA18963	ieu-b-4857	EAS	53.0458
NA18964	NA18964	ieu-b-4857	EAS	-38.8643
NA18965	NA18965	ieu-b-4857	EAS	-37.8085
NA18966	NA18966	ieu-b-4857	EAS	-50.0431
NA18967	NA18967	ieu-b-4857	EAS	5.63687
NA18968	NA18968	ieu-b-4857	EAS	52.5857
NA18969	NA18969	ieu-b-4857	EAS	123.861
NA18970	NA18970	ieu-b-4857	EAS	18.2914
NA18971	NA18971	ieu-b-4857	EAS	-10.7641
NA18972	NA18972	ieu-b-4857	EAS	-14.1207
NA18973	NA18973	ieu-b-4857	EAS	24.1531
NA18974	NA18974	ieu-b-4857	EAS	11.2281
NA18975	NA18975	ieu-b-4857	EAS	7.49791
NA18976	NA18976	ieu-b-4857	EAS	179.621
NA18977	NA18977	ieu-b-4857	EAS	90.7722
NA18978	NA18978	ieu-b-4857	EAS	51.8208
NA18979	NA18979	ieu-b-4857	EAS	31.9382
NA18980	NA18980	ieu-b-4857	EAS	-26.7806
NA18981	NA18981	ieu-b-4857	EAS	27.2629
NA18982	NA18982	ieu-b-4857	EAS	107.198
NA18983	NA18983	ieu-b-4857	EAS	66.3473
NA18984	NA18984	ieu-b-4857	EAS	-31.6452
NA18985	NA18985	ieu-b-4857	EAS	68.1282
NA18986	NA18986	ieu-b-4857	EAS	-12.3547
NA18987	NA18987	ieu-b-4857	EAS	-31.0931
NA18988	NA18988	ieu-b-4857	EAS	34.3725
NA18989	NA18989	ieu-b-4857	EAS	101.721
NA18990	NA18990	ieu-b-4857	EAS	-38.8737
NA18991	NA18991	ieu-b-4857	EAS	-13.0198
NA18992	NA18992	ieu-b-4857	EAS	98.7879
NA18993	NA18993	ieu-b-4857	EAS	30.5874
NA18994	NA18994	ieu-b-4857	EAS	-13.8705
NA18995	NA18995	ieu-b-4857	EAS	18.0237
NA18997	NA18997	ieu-b-4857	EAS	-87.4675
NA18998	NA18998	ieu-b-4857	EAS	-59.2397
NA18999	NA18999	ieu-b-4857	EAS	-11.0267
NA19000	NA19000	ieu-b-4857	EAS	3.00926
NA19001	NA19001	ieu-b-4857	EAS	9.0221
NA19002	NA19002	ieu-b-4857	EAS	53.2646
NA19003	NA19003	ieu-b-4857	EAS	24.5987
NA19004	NA19004	ieu-b-4857	EAS	82.6286
NA19005	NA19005	ieu-b-4857	EAS	-89.4256
NA19006	NA19006	ieu-b-4857	EAS	5.34776
NA19007	NA19007	ieu-b-4857	EAS	147.448
NA19009	NA19009	ieu-b-4857	EAS	85.8829
NA19010	NA19010	ieu-b-4857	EAS	-4.57229
NA19011	NA19011	ieu-b-4857	EAS	112.536
NA19012	NA19012	ieu-b-4857	EAS	7.80201
NA19054	NA19054	ieu-b-4857	EAS	48.0301
NA19055	NA19055	ieu-b-4857	EAS	19.6564
NA19056	NA19056	ieu-b-4857	EAS	24.0423
NA19057	NA19057	ieu-b-4857	EAS	-11.822
NA19058	NA19058	ieu-b-4857	EAS	100.385
NA19059	NA19059	ieu-b-4857	EAS	98.1469
NA19060	NA19060	ieu-b-4857	EAS	26.5653
NA19062	NA19062	ieu-b-4857	EAS	50.5608
NA19063	NA19063	ieu-b-4857	EAS	-11.0363
NA19064	NA19064	ieu-b-4857	EAS	67.234
NA19065	NA19065	ieu-b-4857	EAS	96.3758
NA19066	NA19066	ieu-b-4857	EAS	-12.6684
NA19067	NA19067	ieu-b-4857	EAS	-90.6416
NA19068	NA19068	ieu-b-4857	EAS	3.49442
NA19070	NA19070	ieu-b-4857	EAS	48.4532
NA19072	NA19072	ieu-b-4857	EAS	50.9846
NA19074	NA19074	ieu-b-4857	EAS	-84.3151
NA19075	NA19075	ieu-b-4857	EAS	106.034
NA19076	NA19076	ieu-b-4857	EAS	120.476
NA19077	NA19077	ieu-b-4857	EAS	87.5721
NA19078	NA19078	ieu-b-4857	EAS	69.2327
NA19079	NA19079	ieu-b-4857	EAS	40.2437
NA19080	NA19080	ieu-b-4857	EAS	20.5374
NA19081	NA19081	ieu-b-4857	EAS	2.91045
NA19082	NA19082	ieu-b-4857	EAS	-98.5584
NA19083	NA19083	ieu-b-4857	EAS	73.761
NA19084	NA19084	ieu-b-4857	EAS	82.3499
NA19085	NA19085	ieu-b-4857	EAS	-88.3718
NA19086	NA19086	ieu-b-4857	EAS	98.6433
NA19087	NA19087	ieu-b-4857	EAS	63.4818
NA19088	NA19088	ieu-b-4857	EAS	-37.5589
NA19089	NA19089	ieu-b-4857	EAS	17.3792
NA19090	NA19090	ieu-b-4857	EAS	-80.0133
NA19091	NA19091	ieu-b-4857	EAS	-10.8611
HG00096	HG00096	ieu-b-4857	EUR	86.9036
HG00097	HG00097	ieu-b-4857	EUR	-81.7317
HG00099	HG00099	ieu-b-4857	EUR	101.011
HG00100	HG00100	ieu-b-4857	EUR	91.4648
HG00101	HG00101	ieu-b-4857	EUR	142.109
HG00102	HG00102	ieu-b-4857	EUR	136.509
HG00103	HG00103	ieu-b-4857	EUR	68.0009
HG00105	HG00105	ieu-b-4857	EUR	77.6877
HG00106	HG00106	ieu-b-4857	EUR	90.5921
HG00107	HG00107	ieu-b-4857	EUR	46.1153
HG00108	HG00108	ieu-b-4857	EUR	198.869
HG00109	HG00109	ieu-b-4857	EUR	74.6942
HG00110	HG00110	ieu-b-4857	EUR	74.2066
HG00111	HG00111	ieu-b-4857	EUR	222.358
HG00112	HG00112	ieu-b-4857	EUR	135.703
HG00113	HG00113	ieu-b-4857	EUR	47.3506
HG00114	HG00114	ieu-b-4857	EUR	154.155
HG00115	HG00115	ieu-b-4857	EUR	140.407
HG00116	HG00116	ieu-b-4857	EUR	-8.81775
HG00117	HG00117	ieu-b-4857	EUR	270.463
HG00118	HG00118	ieu-b-4857	EUR	96.5741
HG00119	HG00119	ieu-b-4857	EUR	19.8018
HG00120	HG00120	ieu-b-4857	EUR	79.3422
HG00121	HG00121	ieu-b-4857	EUR	89.9944
HG00122	HG00122	ieu-b-4857	EUR	105.046
HG00123	HG00123	ieu-b-4857	EUR	89.571
HG00125	HG00125	ieu-b-4857	EUR	24.2233
HG00126	HG00126	ieu-b-4857	EUR	-7.05005
HG00127	HG00127	ieu-b-4857	EUR	108.158
HG00128	HG00128	ieu-b-4857	EUR	37.8953
HG00129	HG00129	ieu-b-4857	EUR	81.1168
HG00130	HG00130	ieu-b-4857	EUR	69.4168
HG00131	HG00131	ieu-b-4857	EUR	228.747
HG00132	HG00132	ieu-b-4857	EUR	56.1142
HG00133	HG00133	ieu-b-4857	EUR	75.1462
HG00136	HG00136	ieu-b-4857	EUR	138.303
HG00137	HG00137	ieu-b-4857	EUR	57.8949
HG00138	HG00138	ieu-b-4857	EUR	137.752
HG00139	HG00139	ieu-b-4857	EUR	74.8654
HG00140	HG00140	ieu-b-4857	EUR	84.5833
HG00141	HG00141	ieu-b-4857	EUR	98.8704
HG00142	HG00142	ieu-b-4857	EUR	207.347
HG00143	HG00143	ieu-b-4857	EUR	186.899
HG00145	HG00145	ieu-b-4857	EUR	39.6281
HG00146	HG00146	ieu-b-4857	EUR	196.143
HG00148	HG00148	ieu-b-4857	EUR	159.127
HG00149	HG00149	ieu-b-4857	EUR	33.8155
HG00150	HG00150	ieu-b-4857	EUR	31.2892
HG00151	HG00151	ieu-b-4857	EUR	127.457
HG00154	HG00154	ieu-b-4857	EUR	47.8295
HG00155	HG00155	ieu-b-4857	EUR	68.12
HG00157	HG00157	ieu-b-4857	EUR	159.392
HG00158	HG00158	ieu-b-4857	EUR	98.024
HG00159	HG00159	ieu-b-4857	EUR	48.1026
HG00160	HG00160	ieu-b-4857	EUR	157.172
HG00171	HG00171	ieu-b-4857	EUR	128.236
HG00173	HG00173	ieu-b-4857	EUR	181.774
HG00174	HG00174	ieu-b-4857	EUR	187.455
HG00176	HG00176	ieu-b-4857	EUR	117.029
HG00177	HG00177	ieu-b-4857	EUR	148.975
HG00178	HG00178	ieu-b-4857	EUR	43.3657
HG00179	HG00179	ieu-b-4857	EUR	-42.2002
HG00180	HG00180	ieu-b-4857	EUR	15.2524
HG00181	HG00181	ieu-b-4857	EUR	47.3334
HG00182	HG00182	ieu-b-4857	EUR	8.76228
HG00183	HG00183	ieu-b-4857	EUR	46.1665
HG00185	HG00185	ieu-b-4857	EUR	88.8968
HG00186	HG00186	ieu-b-4857	EUR	132.249
HG00187	HG00187	ieu-b-4857	EUR	7.06735
HG00188	HG00188	ieu-b-4857	EUR	119.514
HG00189	HG00189	ieu-b-4857	EUR	67.9095
HG00190	HG00190	ieu-b-4857	EUR	84.3363
HG00231	HG00231	ieu-b-4857	EUR	-60.1876
HG00232	HG00232	ieu-b-4857	EUR	113.85
HG00233	HG00233	ieu-b-4857	EUR	77.0115
HG00234	HG00234	ieu-b-4857	EUR	152.851
HG00235	HG00235	ieu-b-4857	EUR	222.16
HG00236	HG00236	ieu-b-4857	EUR	163.374
HG00237	HG00237	ieu-b-4857	EUR	101.675
HG00238	HG00238	ieu-b-4857	EUR	108.3
HG00239	HG00239	ieu-b-4857	EUR	49.3043
HG00240	HG00240	ieu-b-4857	EUR	26.9459
HG00242	HG00242	ieu-b-4857	EUR	84.5805
HG00243	HG00243	ieu-b-4857	EUR	87.589
HG00244	HG00244	ieu-b-4857	EUR	133.717
HG00245	HG00245	ieu-b-4857	EUR	73.2991
HG00246	HG00246	ieu-b-4857	EUR	93.2816
HG00250	HG00250	ieu-b-4857	EUR	88.2333
HG00251	HG00251	ieu-b-4857	EUR	33.1213
HG00252	HG00252	ieu-b-4857	EUR	204.375
HG00253	HG00253	ieu-b-4857	EUR	51.6726
HG00254	HG00254	ieu-b-4857	EUR	34.4288
HG00255	HG00255	ieu-b-4857	EUR	101.756
HG00256	HG00256	ieu-b-4857	EUR	56.9487
HG00257	HG00257	ieu-b-4857	EUR	202.667
HG00258	HG00258	ieu-b-4857	EUR	108.493
HG00259	HG00259	ieu-b-4857	EUR	40.0307
