FID	IID	Trait	Pop	PGS		
HG01598	HG01598	ieu-b-4845	EAS	57.6794	KHV	EAS
HG01599	HG01599	ieu-b-4845	EAS	-92.5401	KHV	EAS
HG01600	HG01600	ieu-b-4845	EAS	83.353	KHV	EAS
HG01794	HG01794	ieu-b-4845	EAS	109.029	CDX	EAS
HG01795	HG01795	ieu-b-4845	EAS	114.746	CDX	EAS
HG01796	HG01796	ieu-b-4845	EAS	53.6295	CDX	EAS
HG01797	HG01797	ieu-b-4845	EAS	211.432	CDX	EAS
HG01798	HG01798	ieu-b-4845	EAS	146.617	CDX	EAS
HG01799	HG01799	ieu-b-4845	EAS	115.071	CDX	EAS
HG01800	HG01800	ieu-b-4845	EAS	281.53	CDX	EAS
HG01801	HG01801	ieu-b-4845	EAS	-84.316	CDX	EAS
HG01802	HG01802	ieu-b-4845	EAS	-57.6629	CDX	EAS
HG01804	HG01804	ieu-b-4845	EAS	286.012	CDX	EAS
HG01805	HG01805	ieu-b-4845	EAS	74.716	CDX	EAS
HG01806	HG01806	ieu-b-4845	EAS	218.056	CDX	EAS
HG01807	HG01807	ieu-b-4845	EAS	40.6351	CDX	EAS
HG01808	HG01808	ieu-b-4845	EAS	309.778	CDX	EAS
HG01809	HG01809	ieu-b-4845	EAS	-42.0708	CDX	EAS
HG01810	HG01810	ieu-b-4845	EAS	86.769	CDX	EAS
HG01811	HG01811	ieu-b-4845	EAS	152.315	CDX	EAS
HG01812	HG01812	ieu-b-4845	EAS	46.1717	CDX	EAS
HG01813	HG01813	ieu-b-4845	EAS	24.3386	CDX	EAS
HG01815	HG01815	ieu-b-4845	EAS	40.8819	CDX	EAS
HG01816	HG01816	ieu-b-4845	EAS	304.954	CDX	EAS
HG01817	HG01817	ieu-b-4845	EAS	384.241	CDX	EAS
HG01840	HG01840	ieu-b-4845	EAS	255.99	KHV	EAS
HG01841	HG01841	ieu-b-4845	EAS	29.1846	KHV	EAS
HG01842	HG01842	ieu-b-4845	EAS	14.7008	KHV	EAS
HG01843	HG01843	ieu-b-4845	EAS	354.712	KHV	EAS
HG01844	HG01844	ieu-b-4845	EAS	-215.739	KHV	EAS
HG01845	HG01845	ieu-b-4845	EAS	-171.089	KHV	EAS
HG01846	HG01846	ieu-b-4845	EAS	301.1	KHV	EAS
HG01847	HG01847	ieu-b-4845	EAS	167.764	KHV	EAS
HG01848	HG01848	ieu-b-4845	EAS	-78.6813	KHV	EAS
HG01849	HG01849	ieu-b-4845	EAS	261.318	KHV	EAS
HG01850	HG01850	ieu-b-4845	EAS	87.5215	KHV	EAS
HG01851	HG01851	ieu-b-4845	EAS	264.108	KHV	EAS
HG01852	HG01852	ieu-b-4845	EAS	123.937	KHV	EAS
HG01853	HG01853	ieu-b-4845	EAS	96.5912	KHV	EAS
HG01855	HG01855	ieu-b-4845	EAS	55.0368	KHV	EAS
HG01857	HG01857	ieu-b-4845	EAS	222.142	KHV	EAS
HG01858	HG01858	ieu-b-4845	EAS	-1.54748	KHV	EAS
HG01859	HG01859	ieu-b-4845	EAS	118.674	KHV	EAS
HG01860	HG01860	ieu-b-4845	EAS	83.9872	KHV	EAS
HG01861	HG01861	ieu-b-4845	EAS	59.9865	KHV	EAS
HG01862	HG01862	ieu-b-4845	EAS	75.7663	KHV	EAS
HG01863	HG01863	ieu-b-4845	EAS	11.4864	KHV	EAS
HG01864	HG01864	ieu-b-4845	EAS	201.193	KHV	EAS
HG01865	HG01865	ieu-b-4845	EAS	76.6227	KHV	EAS
HG01866	HG01866	ieu-b-4845	EAS	42.6926	KHV	EAS
HG01867	HG01867	ieu-b-4845	EAS	-5.94402	KHV	EAS
HG01868	HG01868	ieu-b-4845	EAS	-280.936	KHV	EAS
HG01869	HG01869	ieu-b-4845	EAS	13.5942	KHV	EAS
HG01870	HG01870	ieu-b-4845	EAS	132.649	KHV	EAS
HG01871	HG01871	ieu-b-4845	EAS	273.397	KHV	EAS
HG01872	HG01872	ieu-b-4845	EAS	89.6884	KHV	EAS
HG01873	HG01873	ieu-b-4845	EAS	356.03	KHV	EAS
HG01874	HG01874	ieu-b-4845	EAS	345.78	KHV	EAS
HG01878	HG01878	ieu-b-4845	EAS	274.894	KHV	EAS
HG02016	HG02016	ieu-b-4845	EAS	-52.8468	KHV	EAS
HG02017	HG02017	ieu-b-4845	EAS	-66.6167	KHV	EAS
HG02019	HG02019	ieu-b-4845	EAS	-69.7665	KHV	EAS
HG02020	HG02020	ieu-b-4845	EAS	-188.208	KHV	EAS
HG02023	HG02023	ieu-b-4845	EAS	-59.5433	KHV	EAS
HG02025	HG02025	ieu-b-4845	EAS	-41.093	KHV	EAS
HG02026	HG02026	ieu-b-4845	EAS	246.288	KHV	EAS
HG02028	HG02028	ieu-b-4845	EAS	57.3725	KHV	EAS
HG02029	HG02029	ieu-b-4845	EAS	242.805	KHV	EAS
HG02031	HG02031	ieu-b-4845	EAS	-197.709	KHV	EAS
HG02032	HG02032	ieu-b-4845	EAS	32.1455	KHV	EAS
HG02035	HG02035	ieu-b-4845	EAS	180.356	KHV	EAS
HG02040	HG02040	ieu-b-4845	EAS	10.2416	KHV	EAS
HG02047	HG02047	ieu-b-4845	EAS	19.3378	KHV	EAS
HG02048	HG02048	ieu-b-4845	EAS	-1.56085	KHV	EAS
HG02049	HG02049	ieu-b-4845	EAS	-51.554	KHV	EAS
HG02050	HG02050	ieu-b-4845	EAS	169.271	KHV	EAS
HG02057	HG02057	ieu-b-4845	EAS	-109.123	KHV	EAS
HG02058	HG02058	ieu-b-4845	EAS	-5.49409	KHV	EAS
HG02060	HG02060	ieu-b-4845	EAS	35.6493	KHV	EAS
HG02061	HG02061	ieu-b-4845	EAS	58.5666	KHV	EAS
HG02064	HG02064	ieu-b-4845	EAS	-51.5742	KHV	EAS
HG02067	HG02067	ieu-b-4845	EAS	128.931	KHV	EAS
HG02069	HG02069	ieu-b-4845	EAS	116.322	KHV	EAS
HG02070	HG02070	ieu-b-4845	EAS	42.4761	KHV	EAS
HG02072	HG02072	ieu-b-4845	EAS	-184.585	KHV	EAS
HG02073	HG02073	ieu-b-4845	EAS	168.125	KHV	EAS
HG02075	HG02075	ieu-b-4845	EAS	298.295	KHV	EAS
HG02076	HG02076	ieu-b-4845	EAS	201.988	KHV	EAS
HG02078	HG02078	ieu-b-4845	EAS	100.623	KHV	EAS
HG02079	HG02079	ieu-b-4845	EAS	293.441	KHV	EAS
HG02081	HG02081	ieu-b-4845	EAS	112.501	KHV	EAS
HG02082	HG02082	ieu-b-4845	EAS	165.116	KHV	EAS
HG02084	HG02084	ieu-b-4845	EAS	-79.493	KHV	EAS
HG02085	HG02085	ieu-b-4845	EAS	88.5253	KHV	EAS
HG02086	HG02086	ieu-b-4845	EAS	55.4959	KHV	EAS
HG02087	HG02087	ieu-b-4845	EAS	74.7597	KHV	EAS
HG02088	HG02088	ieu-b-4845	EAS	151.536	KHV	EAS
HG02113	HG02113	ieu-b-4845	EAS	89.1214	KHV	EAS
HG02116	HG02116	ieu-b-4845	EAS	60.5449	KHV	EAS
HG02121	HG02121	ieu-b-4845	EAS	21.4833	KHV	EAS
HG02122	HG02122	ieu-b-4845	EAS	158.03	KHV	EAS
HG02127	HG02127	ieu-b-4845	EAS	-8.1555	KHV	EAS
HG02128	HG02128	ieu-b-4845	EAS	-24.0771	KHV	EAS
HG02130	HG02130	ieu-b-4845	EAS	196.024	KHV	EAS
HG02131	HG02131	ieu-b-4845	EAS	29.7316	KHV	EAS
HG02133	HG02133	ieu-b-4845	EAS	229.718	KHV	EAS
HG02134	HG02134	ieu-b-4845	EAS	15.5077	KHV	EAS
HG02136	HG02136	ieu-b-4845	EAS	173.674	KHV	EAS
HG02137	HG02137	ieu-b-4845	EAS	163.599	KHV	EAS
HG02138	HG02138	ieu-b-4845	EAS	46.4449	KHV	EAS
HG02139	HG02139	ieu-b-4845	EAS	128.882	KHV	EAS
HG02140	HG02140	ieu-b-4845	EAS	97.3131	KHV	EAS
HG02141	HG02141	ieu-b-4845	EAS	269.093	KHV	EAS
HG02142	HG02142	ieu-b-4845	EAS	-38.4739	KHV	EAS
HG02151	HG02151	ieu-b-4845	EAS	51.0537	CDX	EAS
HG02152	HG02152	ieu-b-4845	EAS	105.712	CDX	EAS
HG02153	HG02153	ieu-b-4845	EAS	142.988	CDX	EAS
HG02154	HG02154	ieu-b-4845	EAS	200.622	CDX	EAS
HG02155	HG02155	ieu-b-4845	EAS	61.0668	CDX	EAS
HG02156	HG02156	ieu-b-4845	EAS	155.504	CDX	EAS
HG02164	HG02164	ieu-b-4845	EAS	117.584	CDX	EAS
HG02165	HG02165	ieu-b-4845	EAS	95.9063	CDX	EAS
HG02166	HG02166	ieu-b-4845	EAS	168.805	CDX	EAS
HG02178	HG02178	ieu-b-4845	EAS	-227.215	CDX	EAS
HG02179	HG02179	ieu-b-4845	EAS	7.58791	CDX	EAS
HG02180	HG02180	ieu-b-4845	EAS	301.68	CDX	EAS
HG02181	HG02181	ieu-b-4845	EAS	-108.887	CDX	EAS
HG02182	HG02182	ieu-b-4845	EAS	92.9224	CDX	EAS
HG02184	HG02184	ieu-b-4845	EAS	332.09	CDX	EAS
HG02185	HG02185	ieu-b-4845	EAS	127.955	CDX	EAS
HG02186	HG02186	ieu-b-4845	EAS	30.7244	CDX	EAS
HG02187	HG02187	ieu-b-4845	EAS	55.9125	CDX	EAS
HG02188	HG02188	ieu-b-4845	EAS	8.10198	CDX	EAS
HG02190	HG02190	ieu-b-4845	EAS	218.048	CDX	EAS
HG02250	HG02250	ieu-b-4845	EAS	155.289	CDX	EAS
HG02351	HG02351	ieu-b-4845	EAS	266.425	CDX	EAS
HG02353	HG02353	ieu-b-4845	EAS	-82.1449	CDX	EAS
HG02355	HG02355	ieu-b-4845	EAS	68.4267	CDX	EAS
HG02356	HG02356	ieu-b-4845	EAS	51.2649	CDX	EAS
HG02360	HG02360	ieu-b-4845	EAS	125.099	CDX	EAS
HG02364	HG02364	ieu-b-4845	EAS	10.0137	CDX	EAS
HG02367	HG02367	ieu-b-4845	EAS	85.5945	CDX	EAS
HG02371	HG02371	ieu-b-4845	EAS	179.735	CDX	EAS
HG02373	HG02373	ieu-b-4845	EAS	-30.8115	CDX	EAS
HG02374	HG02374	ieu-b-4845	EAS	-4.63528	CDX	EAS
HG02375	HG02375	ieu-b-4845	EAS	-162.304	CDX	EAS
HG02379	HG02379	ieu-b-4845	EAS	22.9091	CDX	EAS
HG02380	HG02380	ieu-b-4845	EAS	178.489	CDX	EAS
HG02382	HG02382	ieu-b-4845	EAS	174.364	CDX	EAS
HG02383	HG02383	ieu-b-4845	EAS	162.163	CDX	EAS
HG02384	HG02384	ieu-b-4845	EAS	69.4492	CDX	EAS
HG02385	HG02385	ieu-b-4845	EAS	-100.489	CDX	EAS
HG02386	HG02386	ieu-b-4845	EAS	82.3463	CDX	EAS
HG02389	HG02389	ieu-b-4845	EAS	190.477	CDX	EAS
HG02390	HG02390	ieu-b-4845	EAS	175.057	CDX	EAS
HG02391	HG02391	ieu-b-4845	EAS	69.8873	CDX	EAS
HG02392	HG02392	ieu-b-4845	EAS	71.1999	CDX	EAS
HG02394	HG02394	ieu-b-4845	EAS	201.777	CDX	EAS
HG02395	HG02395	ieu-b-4845	EAS	160.898	CDX	EAS
HG02396	HG02396	ieu-b-4845	EAS	249.872	CDX	EAS
HG02397	HG02397	ieu-b-4845	EAS	255.346	CDX	EAS
HG02398	HG02398	ieu-b-4845	EAS	-14.1012	CDX	EAS
HG02399	HG02399	ieu-b-4845	EAS	129.314	CDX	EAS
HG02401	HG02401	ieu-b-4845	EAS	13.2214	CDX	EAS
HG02402	HG02402	ieu-b-4845	EAS	212.932	CDX	EAS
HG02406	HG02406	ieu-b-4845	EAS	-9.88671	CDX	EAS
HG02407	HG02407	ieu-b-4845	EAS	53.6082	CDX	EAS
HG02408	HG02408	ieu-b-4845	EAS	-107.611	CDX	EAS
HG02409	HG02409	ieu-b-4845	EAS	-77.631	CDX	EAS
HG02410	HG02410	ieu-b-4845	EAS	151.275	CDX	EAS
HG02512	HG02512	ieu-b-4845	EAS	94.1498	KHV	EAS
HG02513	HG02513	ieu-b-4845	EAS	-6.34722	KHV	EAS
HG02521	HG02521	ieu-b-4845	EAS	93.3276	KHV	EAS
HG02522	HG02522	ieu-b-4845	EAS	124.59	KHV	EAS
NA18525	NA18525	ieu-b-4845	EAS	117.063	CHB	EAS
NA18526	NA18526	ieu-b-4845	EAS	146.43	CHB	EAS
NA18528	NA18528	ieu-b-4845	EAS	122.585	CHB	EAS
NA18530	NA18530	ieu-b-4845	EAS	-9.26213	CHB	EAS
NA18531	NA18531	ieu-b-4845	EAS	11.1062	CHB	EAS
NA18532	NA18532	ieu-b-4845	EAS	179.447	CHB	EAS
NA18533	NA18533	ieu-b-4845	EAS	-125.347	CHB	EAS
NA18534	NA18534	ieu-b-4845	EAS	18.3827	CHB	EAS
NA18535	NA18535	ieu-b-4845	EAS	-155.693	CHB	EAS
NA18536	NA18536	ieu-b-4845	EAS	30.7423	CHB	EAS
NA18537	NA18537	ieu-b-4845	EAS	-68.3783	CHB	EAS
NA18538	NA18538	ieu-b-4845	EAS	-25.442	CHB	EAS
NA18539	NA18539	ieu-b-4845	EAS	274.599	CHB	EAS
NA18541	NA18541	ieu-b-4845	EAS	107.57	CHB	EAS
NA18542	NA18542	ieu-b-4845	EAS	-6.81058	CHB	EAS
NA18543	NA18543	ieu-b-4845	EAS	41.1996	CHB	EAS
NA18544	NA18544	ieu-b-4845	EAS	116.215	CHB	EAS
NA18545	NA18545	ieu-b-4845	EAS	129.89	CHB	EAS
NA18546	NA18546	ieu-b-4845	EAS	155.012	CHB	EAS
NA18547	NA18547	ieu-b-4845	EAS	-29.2877	CHB	EAS
NA18548	NA18548	ieu-b-4845	EAS	332.097	CHB	EAS
NA18549	NA18549	ieu-b-4845	EAS	-135.428	CHB	EAS
NA18550	NA18550	ieu-b-4845	EAS	-142.827	CHB	EAS
NA18552	NA18552	ieu-b-4845	EAS	32.0727	CHB	EAS
NA18553	NA18553	ieu-b-4845	EAS	107.626	CHB	EAS
NA18555	NA18555	ieu-b-4845	EAS	171.888	CHB	EAS
NA18557	NA18557	ieu-b-4845	EAS	-112.229	CHB	EAS
NA18558	NA18558	ieu-b-4845	EAS	-60.0102	CHB	EAS
NA18559	NA18559	ieu-b-4845	EAS	-19.0119	CHB	EAS
NA18560	NA18560	ieu-b-4845	EAS	13.9753	CHB	EAS
NA18561	NA18561	ieu-b-4845	EAS	96.0827	CHB	EAS
NA18562	NA18562	ieu-b-4845	EAS	-256.303	CHB	EAS
NA18563	NA18563	ieu-b-4845	EAS	-26.9341	CHB	EAS
NA18564	NA18564	ieu-b-4845	EAS	75.4469	CHB	EAS
NA18565	NA18565	ieu-b-4845	EAS	-41.2236	CHB	EAS
NA18566	NA18566	ieu-b-4845	EAS	-306.895	CHB	EAS
NA18567	NA18567	ieu-b-4845	EAS	251.441	CHB	EAS
NA18570	NA18570	ieu-b-4845	EAS	-127.989	CHB	EAS
NA18571	NA18571	ieu-b-4845	EAS	-62.3823	CHB	EAS
NA18572	NA18572	ieu-b-4845	EAS	363.876	CHB	EAS
NA18573	NA18573	ieu-b-4845	EAS	172.214	CHB	EAS
NA18574	NA18574	ieu-b-4845	EAS	-59.2143	CHB	EAS
NA18577	NA18577	ieu-b-4845	EAS	18.5123	CHB	EAS
NA18579	NA18579	ieu-b-4845	EAS	235.723	CHB	EAS
NA18582	NA18582	ieu-b-4845	EAS	7.9486	CHB	EAS
NA18591	NA18591	ieu-b-4845	EAS	-71.004	CHB	EAS
NA18592	NA18592	ieu-b-4845	EAS	132.641	CHB	EAS
NA18593	NA18593	ieu-b-4845	EAS	255.817	CHB	EAS
NA18595	NA18595	ieu-b-4845	EAS	85.0579	CHB	EAS
NA18596	NA18596	ieu-b-4845	EAS	-129.003	CHB	EAS
NA18597	NA18597	ieu-b-4845	EAS	18.5245	CHB	EAS
NA18599	NA18599	ieu-b-4845	EAS	98.0135	CHB	EAS
NA18602	NA18602	ieu-b-4845	EAS	328.799	CHB	EAS
NA18603	NA18603	ieu-b-4845	EAS	52.7992	CHB	EAS
NA18605	NA18605	ieu-b-4845	EAS	84.3112	CHB	EAS
NA18606	NA18606	ieu-b-4845	EAS	85.7726	CHB	EAS
NA18608	NA18608	ieu-b-4845	EAS	-83.0492	CHB	EAS
NA18609	NA18609	ieu-b-4845	EAS	-132.664	CHB	EAS
NA18610	NA18610	ieu-b-4845	EAS	105.19	CHB	EAS
NA18611	NA18611	ieu-b-4845	EAS	36.9715	CHB	EAS
NA18612	NA18612	ieu-b-4845	EAS	50.4875	CHB	EAS
NA18613	NA18613	ieu-b-4845	EAS	94.2961	CHB	EAS
NA18614	NA18614	ieu-b-4845	EAS	111.931	CHB	EAS
NA18615	NA18615	ieu-b-4845	EAS	-41.5415	CHB	EAS
NA18616	NA18616	ieu-b-4845	EAS	170.03	CHB	EAS
NA18617	NA18617	ieu-b-4845	EAS	-92.2111	CHB	EAS
NA18618	NA18618	ieu-b-4845	EAS	-265.172	CHB	EAS
NA18619	NA18619	ieu-b-4845	EAS	57.0813	CHB	EAS
NA18620	NA18620	ieu-b-4845	EAS	-66.4667	CHB	EAS
NA18621	NA18621	ieu-b-4845	EAS	75.7428	CHB	EAS
NA18622	NA18622	ieu-b-4845	EAS	13.027	CHB	EAS
NA18623	NA18623	ieu-b-4845	EAS	149.946	CHB	EAS
NA18624	NA18624	ieu-b-4845	EAS	140.272	CHB	EAS
NA18625	NA18625	ieu-b-4845	EAS	-39.9806	CHB	EAS
NA18626	NA18626	ieu-b-4845	EAS	16.5928	CHB	EAS
NA18627	NA18627	ieu-b-4845	EAS	-160.219	CHB	EAS
NA18628	NA18628	ieu-b-4845	EAS	43.0795	CHB	EAS
NA18629	NA18629	ieu-b-4845	EAS	126.848	CHB	EAS
NA18630	NA18630	ieu-b-4845	EAS	177.336	CHB	EAS
NA18631	NA18631	ieu-b-4845	EAS	36.8745	CHB	EAS
NA18632	NA18632	ieu-b-4845	EAS	25.6051	CHB	EAS
NA18633	NA18633	ieu-b-4845	EAS	73.0263	CHB	EAS
NA18634	NA18634	ieu-b-4845	EAS	123.192	CHB	EAS
NA18635	NA18635	ieu-b-4845	EAS	81.7054	CHB	EAS
NA18636	NA18636	ieu-b-4845	EAS	-20.3848	CHB	EAS
NA18637	NA18637	ieu-b-4845	EAS	163.791	CHB	EAS
NA18638	NA18638	ieu-b-4845	EAS	-37.7102	CHB	EAS
NA18639	NA18639	ieu-b-4845	EAS	144.105	CHB	EAS
NA18640	NA18640	ieu-b-4845	EAS	170.086	CHB	EAS
NA18641	NA18641	ieu-b-4845	EAS	-135.678	CHB	EAS
NA18642	NA18642	ieu-b-4845	EAS	108.09	CHB	EAS
NA18643	NA18643	ieu-b-4845	EAS	30.3991	CHB	EAS
NA18644	NA18644	ieu-b-4845	EAS	193.308	CHB	EAS
NA18645	NA18645	ieu-b-4845	EAS	-41.5792	CHB	EAS
NA18646	NA18646	ieu-b-4845	EAS	198.221	CHB	EAS
NA18647	NA18647	ieu-b-4845	EAS	84.4092	CHB	EAS
NA18648	NA18648	ieu-b-4845	EAS	88.3048	CHB	EAS
NA18740	NA18740	ieu-b-4845	EAS	-32.1425	CHB	EAS
NA18745	NA18745	ieu-b-4845	EAS	177.025	CHB	EAS
NA18747	NA18747	ieu-b-4845	EAS	-11.2585	CHB	EAS
NA18748	NA18748	ieu-b-4845	EAS	191.735	CHB	EAS
NA18749	NA18749	ieu-b-4845	EAS	-45.2664	CHB	EAS
NA18757	NA18757	ieu-b-4845	EAS	238.569	CHB	EAS
NA18939	NA18939	ieu-b-4845	EAS	36.2878	JPT	EAS
NA18940	NA18940	ieu-b-4845	EAS	270.208	JPT	EAS
NA18941	NA18941	ieu-b-4845	EAS	109.509	JPT	EAS
NA18942	NA18942	ieu-b-4845	EAS	58.91	JPT	EAS
NA18943	NA18943	ieu-b-4845	EAS	113.702	JPT	EAS
NA18944	NA18944	ieu-b-4845	EAS	14.7106	JPT	EAS
NA18945	NA18945	ieu-b-4845	EAS	-3.24949	JPT	EAS
NA18946	NA18946	ieu-b-4845	EAS	176.431	JPT	EAS
NA18947	NA18947	ieu-b-4845	EAS	40.6218	JPT	EAS
NA18948	NA18948	ieu-b-4845	EAS	145.225	JPT	EAS
NA18949	NA18949	ieu-b-4845	EAS	226.122	JPT	EAS
NA18950	NA18950	ieu-b-4845	EAS	-52.3124	JPT	EAS
NA18951	NA18951	ieu-b-4845	EAS	-74.2089	JPT	EAS
NA18952	NA18952	ieu-b-4845	EAS	58.9936	JPT	EAS
NA18953	NA18953	ieu-b-4845	EAS	65.7582	JPT	EAS
NA18954	NA18954	ieu-b-4845	EAS	-79.6179	JPT	EAS
NA18956	NA18956	ieu-b-4845	EAS	194.117	JPT	EAS
NA18957	NA18957	ieu-b-4845	EAS	78.6387	JPT	EAS
NA18959	NA18959	ieu-b-4845	EAS	-168.365	JPT	EAS
NA18960	NA18960	ieu-b-4845	EAS	70.8028	JPT	EAS
NA18961	NA18961	ieu-b-4845	EAS	-226.363	JPT	EAS
NA18962	NA18962	ieu-b-4845	EAS	77.4842	JPT	EAS
NA18963	NA18963	ieu-b-4845	EAS	326.312	JPT	EAS
NA18964	NA18964	ieu-b-4845	EAS	173.434	JPT	EAS
NA18965	NA18965	ieu-b-4845	EAS	55.9181	JPT	EAS
NA18966	NA18966	ieu-b-4845	EAS	-13.4396	JPT	EAS
NA18967	NA18967	ieu-b-4845	EAS	163.869	JPT	EAS
NA18968	NA18968	ieu-b-4845	EAS	-50.2991	JPT	EAS
NA18969	NA18969	ieu-b-4845	EAS	133.247	JPT	EAS
NA18970	NA18970	ieu-b-4845	EAS	61.7956	JPT	EAS
NA18971	NA18971	ieu-b-4845	EAS	387.163	JPT	EAS
NA18972	NA18972	ieu-b-4845	EAS	368.177	JPT	EAS
NA18973	NA18973	ieu-b-4845	EAS	-53.0814	JPT	EAS
NA18974	NA18974	ieu-b-4845	EAS	-7.71894	JPT	EAS
NA18975	NA18975	ieu-b-4845	EAS	27.0916	JPT	EAS
NA18976	NA18976	ieu-b-4845	EAS	-102.368	JPT	EAS
NA18977	NA18977	ieu-b-4845	EAS	31.4128	JPT	EAS
NA18978	NA18978	ieu-b-4845	EAS	90.4112	JPT	EAS
NA18979	NA18979	ieu-b-4845	EAS	-26.98	JPT	EAS
NA18980	NA18980	ieu-b-4845	EAS	68.8292	JPT	EAS
NA18981	NA18981	ieu-b-4845	EAS	250.888	JPT	EAS
NA18982	NA18982	ieu-b-4845	EAS	12.1869	JPT	EAS
NA18983	NA18983	ieu-b-4845	EAS	-78.1878	JPT	EAS
NA18984	NA18984	ieu-b-4845	EAS	-153.013	JPT	EAS
NA18985	NA18985	ieu-b-4845	EAS	-178.416	JPT	EAS
NA18986	NA18986	ieu-b-4845	EAS	-80.7863	JPT	EAS
NA18987	NA18987	ieu-b-4845	EAS	190.53	JPT	EAS
NA18988	NA18988	ieu-b-4845	EAS	-69.8994	JPT	EAS
NA18989	NA18989	ieu-b-4845	EAS	81.4104	JPT	EAS
NA18990	NA18990	ieu-b-4845	EAS	107.491	JPT	EAS
NA18991	NA18991	ieu-b-4845	EAS	32.7937	JPT	EAS
NA18992	NA18992	ieu-b-4845	EAS	17.7085	JPT	EAS
NA18993	NA18993	ieu-b-4845	EAS	164.322	JPT	EAS
NA18994	NA18994	ieu-b-4845	EAS	-121.101	JPT	EAS
NA18995	NA18995	ieu-b-4845	EAS	-375.744	JPT	EAS
NA18997	NA18997	ieu-b-4845	EAS	341.036	JPT	EAS
NA18998	NA18998	ieu-b-4845	EAS	55.1475	JPT	EAS
NA18999	NA18999	ieu-b-4845	EAS	197.493	JPT	EAS
NA19000	NA19000	ieu-b-4845	EAS	98.9207	JPT	EAS
NA19001	NA19001	ieu-b-4845	EAS	128.053	JPT	EAS
NA19002	NA19002	ieu-b-4845	EAS	123.434	JPT	EAS
NA19003	NA19003	ieu-b-4845	EAS	-46.337	JPT	EAS
NA19004	NA19004	ieu-b-4845	EAS	190.562	JPT	EAS
NA19005	NA19005	ieu-b-4845	EAS	-119.976	JPT	EAS
NA19006	NA19006	ieu-b-4845	EAS	216.527	JPT	EAS
NA19007	NA19007	ieu-b-4845	EAS	221.156	JPT	EAS
NA19009	NA19009	ieu-b-4845	EAS	-56.7019	JPT	EAS
NA19010	NA19010	ieu-b-4845	EAS	67.2991	JPT	EAS
NA19011	NA19011	ieu-b-4845	EAS	244.824	JPT	EAS
NA19012	NA19012	ieu-b-4845	EAS	-76.9692	JPT	EAS
NA19054	NA19054	ieu-b-4845	EAS	-26.5173	JPT	EAS
NA19055	NA19055	ieu-b-4845	EAS	186.917	JPT	EAS
NA19056	NA19056	ieu-b-4845	EAS	108.044	JPT	EAS
NA19057	NA19057	ieu-b-4845	EAS	190.347	JPT	EAS
NA19058	NA19058	ieu-b-4845	EAS	40.6108	JPT	EAS
NA19059	NA19059	ieu-b-4845	EAS	338.794	JPT	EAS
NA19060	NA19060	ieu-b-4845	EAS	-17.2539	JPT	EAS
NA19062	NA19062	ieu-b-4845	EAS	-97.7415	JPT	EAS
NA19063	NA19063	ieu-b-4845	EAS	27.3639	JPT	EAS
NA19064	NA19064	ieu-b-4845	EAS	21.9599	JPT	EAS
NA19065	NA19065	ieu-b-4845	EAS	286.526	JPT	EAS
NA19066	NA19066	ieu-b-4845	EAS	-164.839	JPT	EAS
NA19067	NA19067	ieu-b-4845	EAS	61.4702	JPT	EAS
NA19068	NA19068	ieu-b-4845	EAS	21.4351	JPT	EAS
NA19070	NA19070	ieu-b-4845	EAS	323.043	JPT	EAS
NA19072	NA19072	ieu-b-4845	EAS	54.0743	JPT	EAS
NA19074	NA19074	ieu-b-4845	EAS	93.4287	JPT	EAS
NA19075	NA19075	ieu-b-4845	EAS	452.726	JPT	EAS
NA19076	NA19076	ieu-b-4845	EAS	10.9041	JPT	EAS
NA19077	NA19077	ieu-b-4845	EAS	-79.5919	JPT	EAS
NA19078	NA19078	ieu-b-4845	EAS	28.4736	JPT	EAS
NA19079	NA19079	ieu-b-4845	EAS	-69.4468	JPT	EAS
NA19080	NA19080	ieu-b-4845	EAS	-79.3069	JPT	EAS
NA19081	NA19081	ieu-b-4845	EAS	65.9336	JPT	EAS
NA19082	NA19082	ieu-b-4845	EAS	93.5539	JPT	EAS
NA19083	NA19083	ieu-b-4845	EAS	113.259	JPT	EAS
NA19084	NA19084	ieu-b-4845	EAS	121.527	JPT	EAS
NA19085	NA19085	ieu-b-4845	EAS	98.5563	JPT	EAS
NA19086	NA19086	ieu-b-4845	EAS	39.9758	JPT	EAS
NA19087	NA19087	ieu-b-4845	EAS	173.858	JPT	EAS
NA19088	NA19088	ieu-b-4845	EAS	33.4898	JPT	EAS
NA19089	NA19089	ieu-b-4845	EAS	-91.2868	JPT	EAS
NA19090	NA19090	ieu-b-4845	EAS	188.376	JPT	EAS
NA19091	NA19091	ieu-b-4845	EAS	15.0736	JPT	EAS
HG00096	HG00096	ieu-b-4845	EUR	111.838	GBR	EUR
HG00097	HG00097	ieu-b-4845	EUR	8.24451	GBR	EUR
HG00099	HG00099	ieu-b-4845	EUR	-100.817	GBR	EUR
HG00100	HG00100	ieu-b-4845	EUR	-183.962	GBR	EUR
HG00101	HG00101	ieu-b-4845	EUR	-263.533	GBR	EUR
HG00102	HG00102	ieu-b-4845	EUR	-49.7711	GBR	EUR
HG00103	HG00103	ieu-b-4845	EUR	-30.2086	GBR	EUR
HG00105	HG00105	ieu-b-4845	EUR	-48.9076	GBR	EUR
HG00106	HG00106	ieu-b-4845	EUR	51.4995	GBR	EUR
